x_0,x_1,y
483,37,1
425,13,1
355,499,1
178,100,0
235,79,0
160,493,0
431,289,1
156,295,0
349,435,1
359,489,1
187,309,0
387,395,1
458,4,1
322,186,1
98,213,0
409,144,1
140,21,0
295,254,1
28,38,0
431,205,1
441,63,1
16,373,0
282,383,1
276,358,1
386,429,1
325,38,1
50,103,0
16,289,0
422,192,1
263,354,0
131,438,0
124,44,0
402,16,1
394,359,1
211,313,0
262,313,0
58,450,0
496,414,1
236,253,0
458,41,1
184,201,0
307,139,1
3,189,0
379,19,1
86,408,0
205,398,0
341,493,1
348,255,1
107,480,0
216,123,0
136,244,0
20,476,0
472,474,1
313,33,1
424,313,1
99,371,0
211,387,0
367,498,1
353,138,1
4,122,0
304,22,1
224,21,0
405,88,1
418,248,1
403,125,1
442,22,1
314,130,1
43,208,0
319,449,1
288,496,1
285,261,1
116,469,0
202,157,0
81,283,0
172,403,0
290,276,1
207,326,0
113,207,0
337,84,1
51,467,0
482,259,1
133,334,0
409,172,1
299,460,1
110,48,0
481,287,1
426,254,1
91,77,0
231,124,0
370,363,1
86,489,0
393,407,1
10,253,0
117,107,0
470,280,1
343,349,1
472,491,1
426,276,1
297,43,1
389,198,1
382,172,1
251,348,0
115,53,0
17,268,0
241,205,0
355,379,1
479,86,1
115,443,0
286,157,1
438,459,1
396,146,1
374,36,1
291,354,1
25,261,0
419,139,1
381,361,1
128,496,0
353,13,1
98,9,0
359,248,1
304,211,1
388,366,1
341,397,1
343,107,1
35,448,0
85,495,0
210,165,0
151,238,0
31,434,0
443,84,1
466,276,1
346,251,1
127,83,0
453,250,1
4,91,0
225,448,0
411,385,1
376,46,1
34,302,0
429,192,1
487,422,1
384,58,1
306,429,1
489,175,1
234,495,0
21,352,0
274,416,1
465,302,1
10,128,0
284,250,1
111,305,0
115,403,0
450,10,1
397,284,1
25,59,0
291,243,1
115,349,0
443,146,1
191,340,0
8,225,0
209,445,0
208,46,0
359,331,1
465,355,1
276,347,1
256,263,0
62,476,0
198,72,0
391,103,1
362,116,1
487,298,1
245,132,0
23,167,0
159,46,0
142,55,0
74,35,0
140,20,0
311,277,1
103,128,0
379,417,1
350,150,1
209,109,0
361,400,1
105,499,0
117,5,0
66,413,0
112,60,0
426,351,1
250,341,0
81,235,0
90,187,0
290,207,1
480,409,1
125,116,0
410,322,1
290,5,1
112,124,0
407,446,1
392,56,1
398,1,1
192,286,0
401,422,1
318,425,1
78,399,0
218,203,0
334,104,1
457,129,1
254,314,0
291,91,1
54,35,0
312,448,1
77,46,0
264,332,0
476,309,1
297,405,1
370,138,1
331,99,1
94,431,0
196,252,0
275,187,1
479,427,1
264,2,0
243,13,0
421,244,1
51,359,0
110,61,0
176,437,0
479,235,1
312,430,1
33,146,0
289,484,1
184,172,0
64,233,0
89,165,0
210,135,0
103,69,0
357,233,1
93,114,0
184,344,0
207,293,0
273,374,1
142,264,0
186,214,0
364,84,1
286,287,1
308,368,1
0,442,0
499,374,1
313,189,1
194,22,0
396,347,1
227,429,0
327,394,1
206,283,0
58,32,0
179,420,0
421,430,1
245,354,0
111,332,0
330,163,1
307,407,1
397,425,1
196,396,0
181,303,0
423,372,1
252,407,0
167,292,0
161,377,0
64,34,0
417,395,1
306,446,1
425,113,1
277,499,1
330,17,1
408,34,1
425,494,1
286,336,1
421,187,1
30,9,0
313,20,1
140,150,0
463,110,1
440,0,1
400,197,1
402,332,1
277,233,1
105,132,0
467,105,1
349,392,1
112,227,0
104,247,0
404,181,1
244,20,0
169,302,0
39,110,0
85,51,0
24,346,0
84,457,0
203,49,0
466,137,1
349,327,1
333,341,1
261,344,0
364,280,1
344,443,1
256,386,0
457,20,1
292,13,1
437,396,1
91,329,0
137,360,0
68,445,0
331,379,1
258,203,0
365,66,1
378,296,1
231,145,0
7,230,0
331,261,1
112,84,0
1,331,0
139,248,0
129,355,0
375,87,1
307,195,1
159,451,0
412,305,1
250,237,0
496,95,1
253,267,0
428,39,1
189,428,0
458,276,1
243,449,0
330,485,1
444,209,1
487,247,1
224,105,0
284,203,1
331,232,1
444,179,1
485,292,1
378,138,1
461,133,1
64,121,0
406,346,1
296,318,1
332,311,1
180,134,0
380,465,1
445,336,1
146,271,0
305,87,1
64,385,0
113,415,0
145,445,0
76,449,0
276,265,1
70,181,0
377,241,1
244,463,0
309,473,1
326,462,1
485,107,1
52,219,0
340,406,1
361,381,1
101,30,0
433,498,1
330,477,1
251,204,0
43,398,0
8,495,0
24,252,0
361,8,1
262,442,0
405,11,1
441,12,1
143,49,0
482,226,1
58,390,0
230,7,0
434,399,1
496,498,1
480,420,1
398,74,1
482,339,1
302,89,1
70,274,0
462,84,1
104,331,0
145,337,0
397,16,1
343,396,1
448,327,1
313,495,1
59,431,0
381,125,1
369,498,1
51,473,0
23,287,0
192,113,0
328,488,1
169,2,0
273,318,0
269,159,1
330,244,1
258,43,0
153,309,0
258,207,0
408,411,1
217,315,0
79,79,0
157,3,0
360,304,1
339,465,1
345,113,1
91,388,0
62,360,0
125,181,0
465,489,1
153,123,0
480,35,1
257,32,0
358,40,1
329,233,1
160,448,0
324,146,1
258,323,0
3,124,0
46,442,0
46,361,0
145,105,0
5,156,0
464,92,1
393,432,1
359,407,1
301,314,1
160,215,0
444,236,1
421,151,1
303,171,1
295,279,1
400,60,1
329,173,1
168,489,0
82,488,0
61,35,0
380,330,1
417,311,1
241,480,0
328,325,1
402,111,1
382,333,1
492,261,1
358,458,1
309,208,1
80,198,0
378,7,1
280,220,1
189,10,0
364,183,1
164,96,0
331,343,1
412,48,1
386,394,1
404,252,1
42,334,0
3,414,0
175,456,0
345,433,1
338,98,1
59,24,0
198,161,0
64,194,0
180,367,0
271,481,1
479,281,1
156,337,0
355,416,1
183,484,0
79,19,0
110,241,0
393,74,1
149,100,0
236,343,0
255,123,0
144,374,0
483,239,1
282,267,1
90,491,0
240,215,0
13,274,0
256,185,0
214,401,0
5,456,0
82,366,0
247,291,0
474,130,1
125,28,0
375,188,1
498,238,1
61,350,0
275,79,1
420,119,1
450,435,1
277,73,1
396,229,1
456,90,1
69,168,0
105,43,0
223,151,0
434,111,1
236,228,0
37,138,0
45,308,0
301,258,1
232,470,0
274,93,1
208,363,0
484,218,1
338,407,1
352,17,1
347,93,1
195,130,0
277,127,1
5,270,0
117,86,0
15,487,0
2,473,0
371,274,1
191,434,0
168,462,0
334,202,1
491,391,1
427,211,1
102,224,0
389,219,1
37,328,0
241,196,0
349,189,1
154,488,0
134,9,0
395,168,1
33,112,0
116,242,0
224,159,0
87,298,0
362,366,1
158,376,0
98,407,0
393,12,1
105,265,0
497,178,1
339,36,1
343,445,1
301,266,1
341,346,1
393,402,1
417,252,1
476,357,1
250,180,0
28,486,0
456,43,1
217,154,0
22,13,0
165,290,0
281,171,1
457,89,1
363,366,1
404,494,1
372,404,1
452,248,1
193,450,0
429,498,1
367,427,1
177,85,0
83,107,0
149,376,0
391,72,1
265,15,0
340,79,1
306,461,1
455,351,1
103,24,0
86,257,0
68,133,0
495,395,1
174,361,0
228,359,0
121,280,0
75,319,0
416,215,1
308,461,1
359,283,1
219,431,0
306,64,1
351,499,1
453,455,1
462,409,1
486,64,1
50,388,0
445,6,1
91,87,0
33,197,0
497,247,1
312,164,1
420,58,1
186,17,0
2,146,0
226,107,0
190,121,0
292,437,1
165,318,0
320,86,1
314,317,1
170,325,0
20,254,0
228,120,0
432,44,1
303,1,1
112,324,0
483,386,1
487,153,1
335,174,1
154,154,0
254,76,0
87,133,0
492,467,1
43,198,0
120,370,0
290,48,1
191,148,0
48,396,0
392,170,1
191,337,0
12,177,0
61,29,0
342,89,1
483,449,1
183,230,0
372,159,1
448,2,1
142,218,0
35,400,0
387,87,1
43,432,0
368,396,1
131,461,0
157,160,0
389,13,1
81,474,0
297,80,1
439,390,1
342,406,1
252,414,0
384,448,1
223,82,0
341,383,1
119,443,0
296,161,1
211,40,0
448,275,1
374,220,1
349,266,1
188,487,0
58,47,0
57,325,0
250,357,0
288,448,1
265,145,1
128,124,0
158,449,0
326,247,1
163,30,0
356,461,1
175,220,0
197,58,0
187,372,0
494,198,1
484,84,1
236,137,0
134,201,0
354,295,1
20,220,0
400,47,1
311,475,1
37,324,0
483,86,1
33,321,0
129,432,0
274,265,1
454,160,1
361,443,1
197,369,0
204,486,0
128,340,0
324,304,1
269,172,1
315,330,1
300,332,1
315,247,1
323,413,1
37,230,0
242,215,0
149,210,0
337,162,1
6,151,0
271,108,1
282,180,1
4,75,0
15,330,0
389,351,1
2,189,0
223,49,0
274,237,1
237,472,0
425,441,1
74,174,0
143,191,0
222,204,0
309,259,1
237,324,0
214,203,0
5,90,0
437,349,1
326,355,1
491,143,1
293,148,1
352,208,1
415,103,1
321,277,1
436,240,1
498,295,1
336,425,1
326,32,1
13,317,0
227,147,0
408,173,1
24,356,0
185,409,0
270,219,1
174,193,0
448,136,1
149,464,0
284,61,1
287,109,1
425,324,1
431,342,1
19,139,0
228,380,0
176,72,0
359,403,1
318,10,1
390,283,1
342,447,1
223,42,0
266,54,0
194,15,0
229,70,0
223,237,0
94,52,0
83,244,0
393,102,1
233,448,0
342,233,1
230,0,0
235,407,0
295,292,1
486,483,1
466,223,1
489,273,1
411,57,1
454,313,1
156,34,0
35,455,0
59,130,0
376,415,1
326,224,1
355,447,1
120,74,0
4,382,0
195,387,0
473,363,1
289,454,1
376,331,1
28,329,0
431,123,1
25,483,0
162,175,0
261,387,0
261,403,0
431,387,1
475,470,1
69,369,0
289,309,1
483,477,1
270,375,1
294,63,1
164,280,0
366,329,1
109,64,0
471,248,1
453,240,1
380,38,1
86,371,0
195,454,0
29,318,0
400,19,1
199,256,0
61,293,0
325,34,1
249,317,0
226,213,0
160,265,0
104,116,0
86,20,0
406,392,1
308,278,1
116,41,0
359,21,1
99,99,0
198,409,0
271,99,1
242,39,0
361,93,1
228,251,0
65,251,0
294,175,1
310,117,1
277,44,1
430,477,1
301,324,1
309,371,1
124,59,0
326,424,1
428,416,1
114,66,0
334,203,1
475,390,1
452,389,1
5,31,0
462,110,1
94,229,0
475,464,1
310,144,1
263,311,0
170,158,0
456,387,1
454,98,1
73,110,0
464,439,1
224,128,0
392,335,1
276,409,1
165,498,0
96,210,0
354,171,1
201,295,0
409,114,1
351,155,1
437,446,1
420,451,1
498,208,1
134,70,0
266,220,1
390,98,1
484,345,1
213,53,0
429,244,1
14,281,0
315,39,1
475,372,1
93,350,0
207,240,0
390,219,1
53,307,0
184,14,0
85,314,0
420,150,1
367,116,1
291,312,1
72,214,0
231,95,0
88,470,0
18,208,0
377,202,1
378,159,1
28,345,0
286,69,1
324,210,1
356,248,1
408,396,1
5,229,0
417,72,1
165,451,0
479,159,1
175,495,0
267,79,0
56,466,0
44,10,0
369,261,1
84,372,0
207,20,0
241,281,0
47,316,0
59,182,0
126,167,0
46,332,0
462,387,1
94,353,0
378,472,1
126,304,0
133,53,0
432,417,1
112,119,0
84,384,0
73,435,0
403,82,1
212,337,0
473,90,1
468,408,1
139,349,0
131,494,0
186,427,0
396,92,1
22,16,0
291,294,1
60,295,0
92,419,0
304,336,1
158,213,0
429,63,1
376,216,1
97,233,0
268,55,0
312,260,1
307,58,1
151,163,0
466,46,1
60,289,0
136,137,0
374,81,1
370,173,1
285,490,1
352,129,1
446,329,1
257,310,0
417,406,1
23,196,0
398,119,1
307,387,1
11,115,0
370,88,1
175,316,0
317,250,1
121,385,0
272,249,1
364,2,1
302,149,1
17,129,0
488,79,1
152,382,0
360,425,1
71,4,0
442,5,1
134,454,0
123,122,0
432,327,1
85,308,0
361,479,1
227,186,0
43,258,0
334,182,1
29,105,0
201,123,0
236,444,0
276,305,1
291,123,1
492,446,1
172,355,0
8,196,0
255,97,0
300,423,1
298,77,1
469,402,1
407,416,1
58,286,0
457,204,1
53,298,0
498,446,1
382,421,1
450,253,1
317,256,1
181,73,0
139,414,0
456,384,1
256,191,0
278,27,1
205,79,0
126,10,0
420,271,1
23,54,0
357,330,1
423,22,1
407,58,1
281,52,1
381,31,1
232,243,0
474,379,1
371,183,1
260,420,0
392,473,1
383,44,1
55,314,0
356,362,1
447,462,1
165,410,0
24,408,0
96,419,0
45,84,0
439,435,1
89,68,0
324,125,1
53,495,0
228,26,0
257,419,0
323,317,1
20,89,0
7,72,0
466,107,1
475,156,1
136,29,0
93,51,0
145,173,0
98,354,0
249,92,0
355,172,1
415,426,1
61,466,0
284,319,1
166,120,0
261,317,0
365,239,1
23,176,0
239,185,0
439,311,1
458,458,1
424,269,1
255,218,0
296,475,1
75,298,0
191,278,0
130,141,0
453,22,1
491,374,1
379,241,1
468,177,1
377,121,1
466,29,1
470,76,1
38,202,0
468,65,1
374,409,1
50,429,0
265,31,0
71,90,0
411,234,1
429,461,1
38,79,0
161,379,0
238,127,0
189,18,0
303,44,1
477,344,1
410,341,1
181,40,0
249,116,0
445,492,1
387,327,1
180,86,0
311,35,1
450,415,1
330,272,1
54,465,0
179,333,0
65,111,0
259,415,0
309,243,1
319,14,1
207,370,0
186,467,0
352,466,1
224,191,0
263,206,1
7,305,0
109,278,0
288,102,1
489,55,1
7,162,0
89,270,0
388,398,1
217,364,0
115,165,0
350,132,1
374,259,1
13,431,0
378,1,1
114,469,0
477,55,1
111,159,0
419,466,1
497,377,1
33,481,0
282,33,1
306,18,1
194,325,0
48,401,0
203,173,0
269,195,1
98,144,0
465,163,1
162,205,0
299,79,1
362,206,1
346,49,1
447,126,1
290,37,1
36,273,0
299,96,1
75,334,0
467,376,1
129,240,0
308,426,1
163,373,0
387,460,1
124,47,0
41,159,0
281,154,1
252,225,0
454,355,1
484,31,1
164,290,0
238,493,0
104,55,0
187,449,0
150,408,0
273,147,1
498,231,1
330,280,1
395,35,1
442,314,1
481,326,1
462,442,1
230,191,0
489,109,1
139,199,0
232,417,0
359,260,1
216,438,0
291,49,1
209,179,0
412,494,1
463,122,1
481,296,1
51,233,0
94,244,0
132,50,0
297,416,1
145,46,0
354,343,1
320,463,1
213,61,0
186,215,0
473,487,1
131,481,0
179,71,0
154,483,0
456,420,1
400,34,1
125,399,0
27,227,0
204,108,0
74,6,0
176,351,0
204,450,0
354,210,1
384,314,1
73,101,0
491,393,1
275,134,1
306,21,1
413,22,1
325,463,1
267,355,0
310,236,1
99,365,0
54,474,0
473,496,1
298,74,1
19,108,0
193,271,0
383,235,1
388,349,1
263,321,0
381,112,1
244,238,0
187,362,0
64,365,0
368,154,1
274,442,1
29,240,0
143,493,0
425,246,1
129,442,0
279,8,1
89,151,0
49,70,0
268,299,0
175,158,0
398,145,1
249,219,0
220,226,0
223,40,0
90,320,0
158,176,0
435,472,1
395,329,1
287,10,1
403,306,1
172,453,0
9,391,0
419,298,1
214,198,0
395,404,1
15,34,0
478,316,1
387,23,1
188,486,0
328,140,1
421,319,1
225,172,0
37,460,0
466,14,1
441,354,1
153,383,0
289,133,1
464,170,1
305,66,1
262,307,0
419,228,1
7,387,0
162,52,0
128,61,0
179,222,0
158,157,0
76,419,0
320,390,1
448,34,1
348,484,1
437,468,1
161,408,0
142,464,0
220,403,0
354,66,1
253,349,0
292,245,1
38,68,0
79,122,0
330,114,1
85,388,0
468,335,1
297,499,1
493,359,1
100,205,0
304,279,1
330,375,1
84,466,0
53,227,0
245,145,0
183,8,0
135,266,0
146,402,0
448,185,1
123,361,0
185,44,0
457,487,1
35,84,0
206,68,0
154,323,0
358,345,1
493,71,1
235,290,0
394,323,1
391,203,1
427,328,1
403,4,1
290,490,1
177,74,0
310,165,1
255,422,0
262,475,0
191,88,0
480,486,1
218,12,0
313,54,1
313,152,1
419,68,1
260,117,0
13,51,0
352,113,1
496,268,1
424,457,1
351,195,1
238,116,0
40,449,0
64,384,0
37,364,0
435,489,1
269,457,1
409,68,1
301,405,1
254,38,0
179,481,0
10,396,0
74,2,0
265,216,1
380,373,1
214,256,0
290,106,1
213,301,0
287,171,1
234,432,0
491,202,1
56,353,0
477,98,1
278,19,1
24,241,0
70,12,0
388,9,1
217,310,0
72,326,0
442,111,1
205,235,0
383,187,1
424,407,1
435,413,1
490,132,1
403,94,1
199,440,0
25,10,0
367,54,1
353,460,1
175,338,0
360,133,1
483,331,1
327,344,1
202,253,0
491,293,1
93,162,0
444,321,1
210,244,0
352,135,1
449,130,1
253,166,0
487,58,1
109,270,0
221,152,0
307,351,1
99,448,0
218,340,0
269,1,1
412,83,1
326,133,1
339,323,1
288,450,1
230,493,0
55,258,0
470,160,1
369,33,1
444,193,1
139,231,0
54,53,0
453,308,1
381,251,1
220,208,0
96,159,0
278,7,1
1,208,0
50,334,0
13,345,0
424,384,1
385,472,1
38,177,0
407,38,1
157,479,0
15,228,0
376,47,1
340,347,1
217,294,0
462,314,1
130,358,0
144,188,0
358,41,1
342,69,1
250,35,0
458,312,1
481,3,1
419,197,1
12,455,0
115,417,0
420,67,1
466,325,1
46,276,0
377,402,1
351,449,1
37,40,0
359,467,1
246,415,0
64,456,0
114,433,0
294,423,1
201,136,0
162,53,0
369,106,1
306,345,1
72,393,0
208,189,0
359,484,1
74,460,0
88,142,0
430,325,1
369,451,1
201,114,0
287,429,1
177,372,0
227,379,0
200,441,0
318,170,1
376,172,1
171,49,0
388,403,1
76,278,0
330,386,1
353,319,1
487,155,1
424,109,1
236,248,0
115,472,0
92,255,0
478,407,1
94,268,0
371,441,1
236,230,0
285,121,1
67,146,0
237,211,0
436,218,1
441,186,1
85,213,0
113,391,0
337,333,1
129,169,0
327,38,1
30,232,0
292,323,1
118,469,0
235,80,0
143,309,0
210,152,0
22,245,0
152,469,0
76,226,0
196,245,0
