x1,x2,y
24.0000,58.0000,0
625.0000,643.0000,1
568.0000,574.0000,1
681.0000,521.0000,1
710.0000,338.0000,1
729.0000,614.0000,0
688.0000,775.0000,0
538.0000,543.0000,1
606.0000,502.0000,1
231.0000,379.0000,0
491.0000,495.0000,1
698.0000,508.0000,1
404.0000,647.0000,1
803.0000,919.0000,0
810.0000,302.0000,0
864.0000,836.0000,0
403.0000,2.0000,0
669.0000,437.0000,1
636.0000,57.0000,0
694.0000,361.0000,1
826.0000,688.0000,0
419.0000,380.0000,1
309.0000,871.0000,0
521.0000,617.0000,1
598.0000,380.0000,1
444.0000,355.0000,1
180.0000,683.0000,0
772.0000,295.0000,0
666.0000,213.0000,0
808.0000,521.0000,0
584.0000,331.0000,1
177.0000,56.0000,0
336.0000,542.0000,1
365.0000,838.0000,0
773.0000,970.0000,0
720.0000,577.0000,1
216.0000,287.0000,0
554.0000,283.0000,1
642.0000,485.0000,1
261.0000,981.0000,0
922.0000,664.0000,0
590.0000,65.0000,0
358.0000,369.0000,1
694.0000,559.0000,1
593.0000,281.0000,1
494.0000,257.0000,1
578.0000,639.0000,1
63.0000,180.0000,0
259.0000,745.0000,0
399.0000,433.0000,1
877.0000,441.0000,0
323.0000,463.0000,1
607.0000,456.0000,1
538.0000,311.0000,1
82.0000,555.0000,0
532.0000,928.0000,0
988.0000,867.0000,0
628.0000,423.0000,1
541.0000,484.0000,1
202.0000,722.0000,0
525.0000,535.0000,1
541.0000,670.0000,1
114.0000,449.0000,0
621.0000,549.0000,1
989.0000,389.0000,0
35.0000,151.0000,0
796.0000,354.0000,0
512.0000,550.0000,1
479.0000,535.0000,1
937.0000,22.0000,0
392.0000,294.0000,1
832.0000,253.0000,0
747.0000,8.0000,0
231.0000,218.0000,0
406.0000,374.0000,1
451.0000,590.0000,1
576.0000,417.0000,1
233.0000,616.0000,0
297.0000,407.0000,1
723.0000,527.0000,1
556.0000,291.0000,1
435.0000,92.0000,0
29.0000,41.0000,0
893.0000,761.0000,0
503.0000,533.0000,1
200.0000,12.0000,0
802.0000,311.0000,0
52.0000,924.0000,0
641.0000,456.0000,1
509.0000,423.0000,1
687.0000,744.0000,0
31.0000,34.0000,0
648.0000,586.0000,1
945.0000,86.0000,0
527.0000,261.0000,1
403.0000,585.0000,1
875.0000,596.0000,0
749.0000,782.0000,0
636.0000,502.0000,1
571.0000,146.0000,0
585.0000,659.0000,1
442.0000,542.0000,1
439.0000,561.0000,1
439.0000,327.0000,1
637.0000,75.0000,0
742.0000,531.0000,1
564.0000,742.0000,0
704.0000,479.0000,1
237.0000,270.0000,0
534.0000,591.0000,1
634.0000,448.0000,1
22.0000,647.0000,0
427.0000,487.0000,1
922.0000,626.0000,0
442.0000,970.0000,0
333.0000,900.0000,0
618.0000,377.0000,1
66.0000,580.0000,0
144.0000,268.0000,0
217.0000,845.0000,0
828.0000,815.0000,0
688.0000,504.0000,1
848.0000,462.0000,0
517.0000,528.0000,1
476.0000,529.0000,1
198.0000,646.0000,0
154.0000,799.0000,0
357.0000,108.0000,0
459.0000,377.0000,1
495.0000,599.0000,1
583.0000,618.0000,1
309.0000,572.0000,1
568.0000,871.0000,0
85.0000,569.0000,0
328.0000,201.0000,0
619.0000,115.0000,0
506.0000,449.0000,1
577.0000,32.0000,0
949.0000,136.0000,0
161.0000,95.0000,0
683.0000,633.0000,1
317.0000,387.0000,1
286.0000,836.0000,0
812.0000,587.0000,0
667.0000,399.0000,1
342.0000,779.0000,0
789.0000,732.0000,0
627.0000,267.0000,1
391.0000,506.0000,1
660.0000,430.0000,1
457.0000,608.0000,1
626.0000,417.0000,1
306.0000,677.0000,0
551.0000,447.0000,1
704.0000,392.0000,1
751.0000,857.0000,0
740.0000,189.0000,0
711.0000,413.0000,1
817.0000,205.0000,0
353.0000,459.0000,1
706.0000,234.0000,0
94.0000,534.0000,0
374.0000,521.0000,1
641.0000,661.0000,1
337.0000,585.0000,1
580.0000,640.0000,1
90.0000,537.0000,0
625.0000,779.0000,0
894.0000,98.0000,0
20.0000,255.0000,0
34.0000,170.0000,0
178.0000,160.0000,0
725.0000,381.0000,1
710.0000,892.0000,0
530.0000,903.0000,0
411.0000,537.0000,1
870.0000,519.0000,0
441.0000,323.0000,1
561.0000,665.0000,1
332.0000,433.0000,1
349.0000,636.0000,1
451.0000,492.0000,1
662.0000,354.0000,1
511.0000,393.0000,1
539.0000,489.0000,1
828.0000,23.0000,0
472.0000,523.0000,1
278.0000,504.0000,1
544.0000,598.0000,1
306.0000,826.0000,0
514.0000,308.0000,1
139.0000,299.0000,0
204.0000,709.0000,0
721.0000,524.0000,1
520.0000,253.0000,1
625.0000,365.0000,1
267.0000,109.0000,0
555.0000,500.0000,1
76.0000,432.0000,0
870.0000,9.0000,0
472.0000,938.0000,0
439.0000,510.0000,1
626.0000,431.0000,1
272.0000,459.0000,1
345.0000,561.0000,1
549.0000,694.0000,1
462.0000,549.0000,1
385.0000,285.0000,1
490.0000,631.0000,1
599.0000,526.0000,1
765.0000,902.0000,0
283.0000,153.0000,0
275.0000,551.0000,1
115.0000,179.0000,0
216.0000,51.0000,0
536.0000,323.0000,1
617.0000,737.0000,0
253.0000,468.0000,1
4.0000,729.0000,0
587.0000,598.0000,1
108.0000,846.0000,0
693.0000,395.0000,1
233.0000,225.0000,0
363.0000,815.0000,0
123.0000,52.0000,0
561.0000,242.0000,1
889.0000,67.0000,0
38.0000,820.0000,0
81.0000,814.0000,0
571.0000,886.0000,0
530.0000,129.0000,0
53.0000,826.0000,0
140.0000,357.0000,0
484.0000,581.0000,1
98.0000,370.0000,0
85.0000,116.0000,0
74.0000,485.0000,0
631.0000,319.0000,1
647.0000,49.0000,0
568.0000,685.0000,1
693.0000,978.0000,0
187.0000,159.0000,0
511.0000,321.0000,1
799.0000,44.0000,0
390.0000,450.0000,1
665.0000,563.0000,1
529.0000,444.0000,1
515.0000,699.0000,1
639.0000,839.0000,0
33.0000,437.0000,0
819.0000,495.0000,0
223.0000,190.0000,0
708.0000,384.0000,1
335.0000,517.0000,1
572.0000,266.0000,1
961.0000,177.0000,0
326.0000,437.0000,1
161.0000,464.0000,0
342.0000,615.0000,1
241.0000,862.0000,0
139.0000,335.0000,0
738.0000,667.0000,0
701.0000,427.0000,1
698.0000,597.0000,1
393.0000,753.0000,0
245.0000,674.0000,0
636.0000,460.0000,1
632.0000,494.0000,1
709.0000,340.0000,1
884.0000,228.0000,0
637.0000,426.0000,1
346.0000,361.0000,1
594.0000,686.0000,1
511.0000,694.0000,1
899.0000,702.0000,0
82.0000,4.0000,0
55.0000,545.0000,0
676.0000,384.0000,1
951.0000,672.0000,0
918.0000,128.0000,0
364.0000,88.0000,0
17.0000,183.0000,0
923.0000,97.0000,0
63.0000,921.0000,0
729.0000,21.0000,0
133.0000,369.0000,0
321.0000,706.0000,0
334.0000,528.0000,1
441.0000,406.0000,1
21.0000,844.0000,0
684.0000,774.0000,0
646.0000,409.0000,1
954.0000,487.0000,0
596.0000,359.0000,1
669.0000,472.0000,1
723.0000,608.0000,1
687.0000,103.0000,0
624.0000,327.0000,1
263.0000,601.0000,0
637.0000,608.0000,1
541.0000,796.0000,0
511.0000,438.0000,1
796.0000,128.0000,0
295.0000,672.0000,0
579.0000,569.0000,1
498.0000,335.0000,1
586.0000,461.0000,1
890.0000,391.0000,0
935.0000,41.0000,0
978.0000,473.0000,0
857.0000,32.0000,0
736.0000,549.0000,1
471.0000,500.0000,1
419.0000,382.0000,1
682.0000,585.0000,1
535.0000,624.0000,1
874.0000,344.0000,0
207.0000,19.0000,0
421.0000,303.0000,1
388.0000,116.0000,0
796.0000,268.0000,0
381.0000,570.0000,1
117.0000,652.0000,0
546.0000,411.0000,1
187.0000,815.0000,0
802.0000,943.0000,0
980.0000,398.0000,0
251.0000,648.0000,0
796.0000,536.0000,0
576.0000,712.0000,1
759.0000,62.0000,0
164.0000,598.0000,0
475.0000,333.0000,1
701.0000,323.0000,1
549.0000,530.0000,1
681.0000,192.0000,0
285.0000,250.0000,0
708.0000,149.0000,0
157.0000,808.0000,0
551.0000,290.0000,1
358.0000,317.0000,1
584.0000,296.0000,1
320.0000,417.0000,1
587.0000,683.0000,1
104.0000,347.0000,0
527.0000,571.0000,1
456.0000,714.0000,1
381.0000,531.0000,1
276.0000,733.0000,0
624.0000,516.0000,1
321.0000,471.0000,1
259.0000,996.0000,0
370.0000,332.0000,1
235.0000,750.0000,0
726.0000,780.0000,0
5.0000,320.0000,0
570.0000,252.0000,1
444.0000,387.0000,1
389.0000,225.0000,0
283.0000,514.0000,1
652.0000,334.0000,1
183.0000,914.0000,0
628.0000,466.0000,1
802.0000,392.0000,0
365.0000,335.0000,1
680.0000,437.0000,1
692.0000,935.0000,0
134.0000,76.0000,0
376.0000,518.0000,1
452.0000,9.0000,0
718.0000,450.0000,1
251.0000,19.0000,0
650.0000,919.0000,0
672.0000,648.0000,1
648.0000,489.0000,1
737.0000,393.0000,1
640.0000,421.0000,1
412.0000,352.0000,1
608.0000,5.0000,0
671.0000,283.0000,0
610.0000,531.0000,1
850.0000,897.0000,0
129.0000,2.0000,0
435.0000,495.0000,1
292.0000,380.0000,1
493.0000,691.0000,1
471.0000,828.0000,0
366.0000,682.0000,0
