x1,x2,y
684.0000,227.0000,0
433.0000,497.0000,1
676.0000,278.0000,0
737.0000,327.0000,0
393.0000,377.0000,1
301.0000,10.0000,0
160.0000,310.0000,0
329.0000,163.0000,0
476.0000,373.0000,1
364.0000,601.0000,1
607.0000,498.0000,1
641.0000,643.0000,1
711.0000,84.0000,0
505.0000,487.0000,1
72.0000,610.0000,0
378.0000,533.0000,1
705.0000,135.0000,0
700.0000,624.0000,1
408.0000,374.0000,1
551.0000,813.0000,0
757.0000,950.0000,0
526.0000,240.0000,1
364.0000,479.0000,1
576.0000,625.0000,1
581.0000,320.0000,1
159.0000,952.0000,0
659.0000,595.0000,1
157.0000,642.0000,0
389.0000,588.0000,1
430.0000,619.0000,1
12.0000,157.0000,0
686.0000,595.0000,1
534.0000,422.0000,1
544.0000,276.0000,1
228.0000,858.0000,0
882.0000,774.0000,0
201.0000,616.0000,0
224.0000,313.0000,0
158.0000,655.0000,0
602.0000,9.0000,0
364.0000,121.0000,0
700.0000,558.0000,1
505.0000,245.0000,1
631.0000,666.0000,1
403.0000,508.0000,1
392.0000,316.0000,1
128.0000,721.0000,0
934.0000,391.0000,0
805.0000,854.0000,0
419.0000,622.0000,1
5.0000,811.0000,0
213.0000,256.0000,0
565.0000,257.0000,1
14.0000,331.0000,0
572.0000,118.0000,0
323.0000,591.0000,1
231.0000,15.0000,0
764.0000,38.0000,0
416.0000,261.0000,1
453.0000,559.0000,1
368.0000,648.0000,1
542.0000,453.0000,1
572.0000,326.0000,1
651.0000,306.0000,1
498.0000,87.0000,0
604.0000,843.0000,0
773.0000,116.0000,0
554.0000,510.0000,1
763.0000,152.0000,0
15.0000,912.0000,0
411.0000,317.0000,1
985.0000,460.0000,0
586.0000,338.0000,1
454.0000,925.0000,0
551.0000,710.0000,1
644.0000,320.0000,1
918.0000,662.0000,0
727.0000,890.0000,0
743.0000,52.0000,0
27.0000,875.0000,0
58.0000,73.0000,0
557.0000,879.0000,0
419.0000,332.0000,1
754.0000,434.0000,1
200.0000,314.0000,0
500.0000,713.0000,1
565.0000,526.0000,1
390.0000,423.0000,1
559.0000,459.0000,1
612.0000,328.0000,1
595.0000,478.0000,1
235.0000,675.0000,0
487.0000,638.0000,1
696.0000,626.0000,1
32.0000,575.0000,0
627.0000,926.0000,0
676.0000,349.0000,1
642.0000,516.0000,1
8.0000,681.0000,0
353.0000,817.0000,0
355.0000,157.0000,0
509.0000,586.0000,1
589.0000,629.0000,1
495.0000,325.0000,1
554.0000,264.0000,1
355.0000,870.0000,0
411.0000,748.0000,0
406.0000,650.0000,1
81.0000,858.0000,0
512.0000,15.0000,0
592.0000,629.0000,1
558.0000,249.0000,1
402.0000,673.0000,1
275.0000,461.0000,1
557.0000,595.0000,1
826.0000,776.0000,0
937.0000,107.0000,0
287.0000,552.0000,1
942.0000,638.0000,0
324.0000,64.0000,0
639.0000,821.0000,0
261.0000,419.0000,1
414.0000,438.0000,1
259.0000,437.0000,1
416.0000,519.0000,1
765.0000,382.0000,0
657.0000,471.0000,1
496.0000,85.0000,0
630.0000,288.0000,1
644.0000,640.0000,1
701.0000,603.0000,1
493.0000,546.0000,1
633.0000,455.0000,1
275.0000,440.0000,1
685.0000,471.0000,1
980.0000,185.0000,0
327.0000,845.0000,0
334.0000,809.0000,0
739.0000,562.0000,1
629.0000,567.0000,1
471.0000,689.0000,1
690.0000,308.0000,0
449.0000,400.0000,1
46.0000,377.0000,0
85.0000,162.0000,0
638.0000,902.0000,0
363.0000,544.0000,1
889.0000,336.0000,0
244.0000,649.0000,0
276.0000,989.0000,0
256.0000,113.0000,0
616.0000,608.0000,1
284.0000,539.0000,1
542.0000,731.0000,0
555.0000,699.0000,1
278.0000,346.0000,0
443.0000,528.0000,1
772.0000,891.0000,0
475.0000,500.0000,1
347.0000,422.0000,1
324.0000,838.0000,0
342.0000,508.0000,1
300.0000,419.0000,1
507.0000,241.0000,1
550.0000,429.0000,1
934.0000,572.0000,0
308.0000,563.0000,1
411.0000,164.0000,0
404.0000,510.0000,1
331.0000,357.0000,1
428.0000,615.0000,1
201.0000,945.0000,0
405.0000,345.0000,1
484.0000,283.0000,1
493.0000,313.0000,1
655.0000,456.0000,1
161.0000,919.0000,0
759.0000,261.0000,0
732.0000,30.0000,0
686.0000,494.0000,1
533.0000,76.0000,0
438.0000,587.0000,1
703.0000,175.0000,0
57.0000,791.0000,0
544.0000,363.0000,1
712.0000,918.0000,0
551.0000,845.0000,0
573.0000,746.0000,0
681.0000,346.0000,1
195.0000,736.0000,0
408.0000,801.0000,0
626.0000,672.0000,1
149.0000,344.0000,0
579.0000,270.0000,1
170.0000,688.0000,0
447.0000,679.0000,1
997.0000,267.0000,0
734.0000,376.0000,1
158.0000,244.0000,0
366.0000,387.0000,1
726.0000,405.0000,1
395.0000,322.0000,1
491.0000,701.0000,1
717.0000,675.0000,0
455.0000,330.0000,1
375.0000,270.0000,0
474.0000,680.0000,1
738.0000,742.0000,0
774.0000,91.0000,0
602.0000,421.0000,1
735.0000,299.0000,0
337.0000,484.0000,1
138.0000,53.0000,0
99.0000,213.0000,0
437.0000,711.0000,1
396.0000,302.0000,1
584.0000,429.0000,1
123.0000,448.0000,0
528.0000,491.0000,1
538.0000,487.0000,1
671.0000,566.0000,1
715.0000,82.0000,0
588.0000,273.0000,1
651.0000,707.0000,0
599.0000,586.0000,1
782.0000,467.0000,0
15.0000,388.0000,0
471.0000,414.0000,1
490.0000,504.0000,1
445.0000,122.0000,0
976.0000,204.0000,0
588.0000,755.0000,0
373.0000,750.0000,0
452.0000,326.0000,1
711.0000,429.0000,1
856.0000,703.0000,0
555.0000,459.0000,1
300.0000,959.0000,0
760.0000,491.0000,1
278.0000,373.0000,1
316.0000,524.0000,1
830.0000,927.0000,0
307.0000,525.0000,1
182.0000,227.0000,0
126.0000,979.0000,0
349.0000,665.0000,1
443.0000,534.0000,1
783.0000,771.0000,0
24.0000,746.0000,0
215.0000,519.0000,0
444.0000,646.0000,1
26.0000,935.0000,0
66.0000,54.0000,0
563.0000,974.0000,0
708.0000,599.0000,1
675.0000,647.0000,1
562.0000,170.0000,0
454.0000,543.0000,1
633.0000,427.0000,1
797.0000,853.0000,0
705.0000,542.0000,1
930.0000,325.0000,0
926.0000,806.0000,0
115.0000,517.0000,0
829.0000,0.0000,0
287.0000,634.0000,0
854.0000,780.0000,0
718.0000,345.0000,1
35.0000,914.0000,0
460.0000,413.0000,1
578.0000,282.0000,1
559.0000,903.0000,0
978.0000,267.0000,0
514.0000,589.0000,1
426.0000,326.0000,1
257.0000,506.0000,1
303.0000,442.0000,1
707.0000,152.0000,0
685.0000,468.0000,1
825.0000,518.0000,0
424.0000,283.0000,1
29.0000,219.0000,0
957.0000,265.0000,0
505.0000,266.0000,1
657.0000,732.0000,0
441.0000,249.0000,1
380.0000,355.0000,1
439.0000,304.0000,1
130.0000,570.0000,0
418.0000,430.0000,1
685.0000,387.0000,1
275.0000,442.0000,1
557.0000,322.0000,1
87.0000,259.0000,0
551.0000,307.0000,1
327.0000,328.0000,1
506.0000,597.0000,1
476.0000,566.0000,1
507.0000,443.0000,1
227.0000,402.0000,0
431.0000,810.0000,0
757.0000,293.0000,0
427.0000,420.0000,1
429.0000,765.0000,0
453.0000,254.0000,1
34.0000,629.0000,0
723.0000,519.0000,1
677.0000,408.0000,1
706.0000,405.0000,1
125.0000,653.0000,0
318.0000,895.0000,0
226.0000,165.0000,0
975.0000,923.0000,0
170.0000,73.0000,0
990.0000,409.0000,0
637.0000,391.0000,1
612.0000,374.0000,1
797.0000,423.0000,0
457.0000,663.0000,1
420.0000,424.0000,1
348.0000,392.0000,1
623.0000,524.0000,1
400.0000,230.0000,0
632.0000,245.0000,0
668.0000,471.0000,1
314.0000,491.0000,1
229.0000,610.0000,0
428.0000,312.0000,1
891.0000,512.0000,0
394.0000,119.0000,0
127.0000,97.0000,0
326.0000,576.0000,1
565.0000,74.0000,0
801.0000,258.0000,0
709.0000,526.0000,1
220.0000,781.0000,0
77.0000,423.0000,0
686.0000,436.0000,1
658.0000,422.0000,1
594.0000,360.0000,1
87.0000,887.0000,0
810.0000,524.0000,0
611.0000,533.0000,1
898.0000,802.0000,0
728.0000,16.0000,0
562.0000,967.0000,0
762.0000,641.0000,0
624.0000,507.0000,1
378.0000,871.0000,0
322.0000,857.0000,0
478.0000,771.0000,0
503.0000,411.0000,1
409.0000,291.0000,1
457.0000,649.0000,1
698.0000,585.0000,1
594.0000,49.0000,0
540.0000,660.0000,1
845.0000,549.0000,0
992.0000,848.0000,0
896.0000,481.0000,0
410.0000,443.0000,1
352.0000,83.0000,0
680.0000,775.0000,0
208.0000,353.0000,0
497.0000,910.0000,0
554.0000,390.0000,1
338.0000,702.0000,0
269.0000,750.0000,0
3.0000,434.0000,0
711.0000,543.0000,1
645.0000,509.0000,1
690.0000,393.0000,1
101.0000,293.0000,0
455.0000,270.0000,1
536.0000,492.0000,1
456.0000,288.0000,1
327.0000,971.0000,0
713.0000,620.0000,1
507.0000,832.0000,0
532.0000,644.0000,1
206.0000,304.0000,0
658.0000,200.0000,0
213.0000,944.0000,0
532.0000,650.0000,1
411.0000,471.0000,1
551.0000,552.0000,1
685.0000,532.0000,1
403.0000,712.0000,0
406.0000,407.0000,1
50.0000,412.0000,0
582.0000,416.0000,1
435.0000,52.0000,0
405.0000,931.0000,0
580.0000,605.0000,1
603.0000,499.0000,1
616.0000,653.0000,1
656.0000,578.0000,1
632.0000,870.0000,0
713.0000,440.0000,1
572.0000,584.0000,1
741.0000,538.0000,1
343.0000,747.0000,0
420.0000,406.0000,1
582.0000,662.0000,1
516.0000,142.0000,0
804.0000,835.0000,0
460.0000,502.0000,1
631.0000,102.0000,0
261.0000,402.0000,0
999.0000,4.0000,0
520.0000,721.0000,1
477.0000,22.0000,0
354.0000,216.0000,0
275.0000,460.0000,1
480.0000,838.0000,0
308.0000,782.0000,0
675.0000,927.0000,0
687.0000,556.0000,1
606.0000,397.0000,1
435.0000,398.0000,1
429.0000,288.0000,1
475.0000,482.0000,1
191.0000,401.0000,0
390.0000,663.0000,1
330.0000,257.0000,0
441.0000,354.0000,1
364.0000,592.0000,1
886.0000,115.0000,0
68.0000,725.0000,0
429.0000,395.0000,1
405.0000,187.0000,0
975.0000,396.0000,0
611.0000,575.0000,1
663.0000,321.0000,1
518.0000,892.0000,0
591.0000,654.0000,1
645.0000,278.0000,1
806.0000,612.0000,0
229.0000,76.0000,0
407.0000,67.0000,0
306.0000,28.0000,0
299.0000,524.0000,1
651.0000,325.0000,1
403.0000,547.0000,1
381.0000,470.0000,1
517.0000,191.0000,0
528.0000,554.0000,1
694.0000,328.0000,1
472.0000,497.0000,1
826.0000,884.0000,0
299.0000,820.0000,0
383.0000,625.0000,1
318.0000,290.0000,0
716.0000,349.0000,1
884.0000,327.0000,0
725.0000,567.0000,1
459.0000,593.0000,1
173.0000,83.0000,0
611.0000,470.0000,1
474.0000,540.0000,1
15.0000,881.0000,0
235.0000,995.0000,0
305.0000,540.0000,1
849.0000,394.0000,0
610.0000,285.0000,1
353.0000,530.0000,1
521.0000,468.0000,1
581.0000,827.0000,0
286.0000,539.0000,1
564.0000,678.0000,1
704.0000,432.0000,1
382.0000,501.0000,1
371.0000,890.0000,0
278.0000,695.0000,0
433.0000,488.0000,1
597.0000,92.0000,0
978.0000,16.0000,0
47.0000,141.0000,0
585.0000,699.0000,1
313.0000,735.0000,0
158.0000,436.0000,0
120.0000,901.0000,0
297.0000,543.0000,1
358.0000,438.0000,1
513.0000,986.0000,0
79.0000,925.0000,0
414.0000,989.0000,0
53.0000,786.0000,0
621.0000,301.0000,1
827.0000,647.0000,0
532.0000,368.0000,1
680.0000,610.0000,1
719.0000,569.0000,1
778.0000,862.0000,0
34.0000,376.0000,0
778.0000,673.0000,0
515.0000,616.0000,1
565.0000,446.0000,1
449.0000,936.0000,0
973.0000,800.0000,0
450.0000,112.0000,0
325.0000,569.0000,1
507.0000,451.0000,1
476.0000,525.0000,1
514.0000,178.0000,0
403.0000,677.0000,1
263.0000,522.0000,1
533.0000,787.0000,0
478.0000,564.0000,1
433.0000,859.0000,0
61.0000,393.0000,0
780.0000,430.0000,0
738.0000,445.0000,1
472.0000,537.0000,1
722.0000,809.0000,0
26.0000,946.0000,0
842.0000,305.0000,0
517.0000,459.0000,1
258.0000,630.0000,0
786.0000,598.0000,0
614.0000,349.0000,1
254.0000,34.0000,0
521.0000,560.0000,1
526.0000,533.0000,1
851.0000,180.0000,0
9.0000,399.0000,0
632.0000,274.0000,1
398.0000,583.0000,1
118.0000,331.0000,0
387.0000,220.0000,0
42.0000,347.0000,0
850.0000,621.0000,0
46.0000,124.0000,0
374.0000,325.0000,1
906.0000,101.0000,0
696.0000,639.0000,1
595.0000,376.0000,1
290.0000,796.0000,0
515.0000,626.0000,1
563.0000,406.0000,1
485.0000,615.0000,1
941.0000,345.0000,0
237.0000,406.0000,0
373.0000,895.0000,0
819.0000,893.0000,0
440.0000,32.0000,0
443.0000,191.0000,0
876.0000,822.0000,0
398.0000,358.0000,1
306.0000,80.0000,0
610.0000,646.0000,1
267.0000,610.0000,0
358.0000,62.0000,0
923.0000,636.0000,0
6.0000,944.0000,0
506.0000,437.0000,1
930.0000,665.0000,0
568.0000,898.0000,0
965.0000,272.0000,0
549.0000,389.0000,1
487.0000,839.0000,0
537.0000,319.0000,1
628.0000,128.0000,0
770.0000,630.0000,0
483.0000,390.0000,1
287.0000,672.0000,0
367.0000,887.0000,0
363.0000,354.0000,1
656.0000,414.0000,1
422.0000,290.0000,1
546.0000,479.0000,1
221.0000,479.0000,0
749.0000,460.0000,1
389.0000,386.0000,1
745.0000,594.0000,0
607.0000,467.0000,1
220.0000,968.0000,0
490.0000,75.0000,0
222.0000,5.0000,0
585.0000,441.0000,1
698.0000,342.0000,1
755.0000,654.0000,0
643.0000,512.0000,1
833.0000,135.0000,0
847.0000,542.0000,0
0.0000,153.0000,0
394.0000,597.0000,1
543.0000,379.0000,1
200.0000,410.0000,0
385.0000,954.0000,0
380.0000,642.0000,1
24.0000,658.0000,0
504.0000,522.0000,1
373.0000,411.0000,1
371.0000,298.0000,1
14.0000,493.0000,0
557.0000,910.0000,0
209.0000,63.0000,0
434.0000,264.0000,1
935.0000,628.0000,0
789.0000,629.0000,0
581.0000,547.0000,1
51.0000,710.0000,0
301.0000,421.0000,1
124.0000,781.0000,0
495.0000,340.0000,1
229.0000,651.0000,0
154.0000,612.0000,0
612.0000,346.0000,1
670.0000,974.0000,0
404.0000,431.0000,1
680.0000,353.0000,1
594.0000,470.0000,1
485.0000,654.0000,1
609.0000,333.0000,1
858.0000,320.0000,0
355.0000,330.0000,1
593.0000,579.0000,1
622.0000,600.0000,1
31.0000,890.0000,0
878.0000,726.0000,0
585.0000,324.0000,1
474.0000,711.0000,1
674.0000,441.0000,1
906.0000,75.0000,0
596.0000,386.0000,1
189.0000,80.0000,0
936.0000,171.0000,0
328.0000,465.0000,1
583.0000,462.0000,1
950.0000,172.0000,0
626.0000,31.0000,0
454.0000,649.0000,1
182.0000,591.0000,0
565.0000,559.0000,1
424.0000,28.0000,0
253.0000,482.0000,1
249.0000,59.0000,0
448.0000,563.0000,1
522.0000,957.0000,0
125.0000,834.0000,0
680.0000,622.0000,1
722.0000,336.0000,0
389.0000,355.0000,1
566.0000,542.0000,1
727.0000,589.0000,1
581.0000,896.0000,0
576.0000,647.0000,1
469.0000,288.0000,1
34.0000,479.0000,0
9.0000,128.0000,0
763.0000,105.0000,0
410.0000,573.0000,1
730.0000,394.0000,1
40.0000,194.0000,0
371.0000,539.0000,1
548.0000,256.0000,1
398.0000,665.0000,1
721.0000,127.0000,0
401.0000,462.0000,1
473.0000,559.0000,1
89.0000,871.0000,0
360.0000,442.0000,1
786.0000,931.0000,0
651.0000,351.0000,1
267.0000,219.0000,0
845.0000,564.0000,0
521.0000,309.0000,1
271.0000,483.0000,1
506.0000,251.0000,1
394.0000,494.0000,1
629.0000,564.0000,1
654.0000,285.0000,1
612.0000,78.0000,0
680.0000,884.0000,0
120.0000,357.0000,0
399.0000,936.0000,0
993.0000,462.0000,0
590.0000,652.0000,1
826.0000,792.0000,0
925.0000,26.0000,0
309.0000,642.0000,0
334.0000,344.0000,1
713.0000,352.0000,1
759.0000,88.0000,0
89.0000,173.0000,0
900.0000,162.0000,0
372.0000,362.0000,1
433.0000,38.0000,0
847.0000,365.0000,0
709.0000,483.0000,1
985.0000,648.0000,0
300.0000,418.0000,1
19.0000,2.0000,0
642.0000,414.0000,1
701.0000,844.0000,0
995.0000,55.0000,0
582.0000,443.0000,1
304.0000,351.0000,1
531.0000,608.0000,1
707.0000,360.0000,1
56.0000,251.0000,0
704.0000,344.0000,1
104.0000,513.0000,0
948.0000,588.0000,0
123.0000,407.0000,0
426.0000,334.0000,1
331.0000,563.0000,1
538.0000,545.0000,1
265.0000,429.0000,1
237.0000,289.0000,0
707.0000,329.0000,1
61.0000,922.0000,0
403.0000,517.0000,1
647.0000,844.0000,0
407.0000,490.0000,1
746.0000,165.0000,0
477.0000,895.0000,0
626.0000,627.0000,1
678.0000,349.0000,1
836.0000,327.0000,0
645.0000,101.0000,0
412.0000,558.0000,1
346.0000,840.0000,0
438.0000,584.0000,1
848.0000,763.0000,0
793.0000,244.0000,0
463.0000,260.0000,1
577.0000,328.0000,1
279.0000,241.0000,0
244.0000,25.0000,0
424.0000,131.0000,0
427.0000,526.0000,1
828.0000,644.0000,0
884.0000,743.0000,0
645.0000,457.0000,1
938.0000,954.0000,0
327.0000,361.0000,1
768.0000,259.0000,0
403.0000,526.0000,1
368.0000,332.0000,1
556.0000,488.0000,1
300.0000,567.0000,1
606.0000,338.0000,1
481.0000,718.0000,1
568.0000,707.0000,1
334.0000,89.0000,0
264.0000,973.0000,0
465.0000,615.0000,1
360.0000,877.0000,0
622.0000,530.0000,1
260.0000,68.0000,0
602.0000,398.0000,1
642.0000,491.0000,1
641.0000,480.0000,1
41.0000,125.0000,0
520.0000,423.0000,1
785.0000,37.0000,0
789.0000,802.0000,0
600.0000,368.0000,1
568.0000,556.0000,1
176.0000,390.0000,0
567.0000,451.0000,1
963.0000,8.0000,0
278.0000,278.0000,0
390.0000,489.0000,1
620.0000,344.0000,1
641.0000,692.0000,0
645.0000,358.0000,1
147.0000,0.0000,0
142.0000,960.0000,0
772.0000,316.0000,0
598.0000,447.0000,1
662.0000,888.0000,0
281.0000,433.0000,1
668.0000,346.0000,1
777.0000,623.0000,0
901.0000,992.0000,0
732.0000,939.0000,0
557.0000,374.0000,1
767.0000,141.0000,0
83.0000,450.0000,0
395.0000,107.0000,0
565.0000,714.0000,1
794.0000,988.0000,0
930.0000,752.0000,0
927.0000,610.0000,0
535.0000,974.0000,0
977.0000,865.0000,0
491.0000,426.0000,1
955.0000,720.0000,0
625.0000,381.0000,1
361.0000,284.0000,1
776.0000,55.0000,0
780.0000,744.0000,0
555.0000,313.0000,1
611.0000,307.0000,1
76.0000,116.0000,0
657.0000,582.0000,1
516.0000,558.0000,1
565.0000,280.0000,1
115.0000,432.0000,0
339.0000,298.0000,1
475.0000,881.0000,0
524.0000,519.0000,1
420.0000,612.0000,1
421.0000,306.0000,1
815.0000,15.0000,0
149.0000,825.0000,0
710.0000,931.0000,0
43.0000,444.0000,0
447.0000,500.0000,1
984.0000,256.0000,0
43.0000,56.0000,0
971.0000,186.0000,0
712.0000,339.0000,1
837.0000,73.0000,0
18.0000,461.0000,0
280.0000,532.0000,1
653.0000,333.0000,1
358.0000,158.0000,0
925.0000,520.0000,0
567.0000,865.0000,0
391.0000,507.0000,1
399.0000,864.0000,0
575.0000,538.0000,1
604.0000,389.0000,1
978.0000,443.0000,0
391.0000,640.0000,1
184.0000,364.0000,0
293.0000,73.0000,0
920.0000,36.0000,0
957.0000,757.0000,0
726.0000,448.0000,1
663.0000,552.0000,1
118.0000,608.0000,0
773.0000,163.0000,0
323.0000,313.0000,1
646.0000,595.0000,1
499.0000,261.0000,1
417.0000,137.0000,0
486.0000,311.0000,1
496.0000,242.0000,1
580.0000,385.0000,1
557.0000,255.0000,1
533.0000,509.0000,1
513.0000,663.0000,1
502.0000,803.0000,0
526.0000,699.0000,1
10.0000,827.0000,0
345.0000,325.0000,1
726.0000,150.0000,0
215.0000,101.0000,0
407.0000,529.0000,1
892.0000,763.0000,0
226.0000,781.0000,0
614.0000,320.0000,1
378.0000,341.0000,1
590.0000,455.0000,1
106.0000,721.0000,0
403.0000,279.0000,1
352.0000,428.0000,1
360.0000,603.0000,1
289.0000,826.0000,0
507.0000,929.0000,0
657.0000,337.0000,1
911.0000,592.0000,0
682.0000,364.0000,1
432.0000,394.0000,1
435.0000,23.0000,0
631.0000,367.0000,1
856.0000,228.0000,0
324.0000,564.0000,1
572.0000,323.0000,1
617.0000,513.0000,1
390.0000,602.0000,1
932.0000,886.0000,0
649.0000,627.0000,1
706.0000,366.0000,1
584.0000,423.0000,1
661.0000,674.0000,0
793.0000,518.0000,0
577.0000,248.0000,1
384.0000,371.0000,1
189.0000,373.0000,0
565.0000,783.0000,0
301.0000,438.0000,1
407.0000,870.0000,0
618.0000,510.0000,1
248.0000,744.0000,0
335.0000,356.0000,1
702.0000,881.0000,0
344.0000,365.0000,1
310.0000,555.0000,1
312.0000,57.0000,0
388.0000,614.0000,1
43.0000,792.0000,0
180.0000,837.0000,0
694.0000,552.0000,1
307.0000,485.0000,1
858.0000,557.0000,0
690.0000,351.0000,1
432.0000,518.0000,1
763.0000,21.0000,0
675.0000,284.0000,0
417.0000,481.0000,1
617.0000,991.0000,0
703.0000,161.0000,0
480.0000,328.0000,1
717.0000,394.0000,1
95.0000,966.0000,0
857.0000,556.0000,0
172.0000,127.0000,0
587.0000,31.0000,0
487.0000,307.0000,1
767.0000,737.0000,0
404.0000,448.0000,1
477.0000,35.0000,0
947.0000,262.0000,0
523.0000,348.0000,1
555.0000,663.0000,1
700.0000,348.0000,1
143.0000,568.0000,0
930.0000,534.0000,0
455.0000,546.0000,1
371.0000,308.0000,1
683.0000,158.0000,0
443.0000,335.0000,1
220.0000,481.0000,0
504.0000,248.0000,1
10.0000,323.0000,0
139.0000,654.0000,0
529.0000,754.0000,0
697.0000,71.0000,0
119.0000,579.0000,0
742.0000,186.0000,0
362.0000,115.0000,0
738.0000,459.0000,1
285.0000,668.0000,0
573.0000,983.0000,0
878.0000,712.0000,0
744.0000,454.0000,1
307.0000,539.0000,1
775.0000,608.0000,0
596.0000,483.0000,1
503.0000,638.0000,1
379.0000,428.0000,1
311.0000,353.0000,1
554.0000,275.0000,1
487.0000,313.0000,1
432.0000,532.0000,1
340.0000,117.0000,0
777.0000,469.0000,0
417.0000,452.0000,1
133.0000,993.0000,0
585.0000,781.0000,0
331.0000,447.0000,1
445.0000,448.0000,1
316.0000,193.0000,0
886.0000,597.0000,0
347.0000,339.0000,1
259.0000,962.0000,0
353.0000,586.0000,1
667.0000,309.0000,1
387.0000,350.0000,1
380.0000,271.0000,1
485.0000,571.0000,1
361.0000,554.0000,1
25.0000,768.0000,0
427.0000,469.0000,1
371.0000,574.0000,1
439.0000,477.0000,1
296.0000,913.0000,0
349.0000,358.0000,1
902.0000,152.0000,0
574.0000,282.0000,1
32.0000,434.0000,0
333.0000,3.0000,0
733.0000,670.0000,0
592.0000,868.0000,0
402.0000,69.0000,0
925.0000,380.0000,0
772.0000,193.0000,0
403.0000,654.0000,1
699.0000,907.0000,0
635.0000,594.0000,1
13.0000,147.0000,0
424.0000,491.0000,1
135.0000,895.0000,0
664.0000,113.0000,0
436.0000,221.0000,0
278.0000,738.0000,0
736.0000,844.0000,0
306.0000,271.0000,0
943.0000,130.0000,0
573.0000,300.0000,1
94.0000,171.0000,0
384.0000,5.0000,0
20.0000,692.0000,0
371.0000,318.0000,1
830.0000,348.0000,0
845.0000,215.0000,0
201.0000,960.0000,0
547.0000,272.0000,1
803.0000,367.0000,0
554.0000,361.0000,1
957.0000,912.0000,0
544.0000,669.0000,1
299.0000,756.0000,0
867.0000,528.0000,0
716.0000,441.0000,1
495.0000,559.0000,1
352.0000,17.0000,0
461.0000,460.0000,1
850.0000,624.0000,0
660.0000,516.0000,1
447.0000,621.0000,1
517.0000,167.0000,0
