x_0,x_1,y
426,378,1
83,239,0
366,478,1
90,149,0
483,340,1
418,103,0
469,54,0
495,92,0
441,420,1
102,273,1
421,468,1
493,457,1
348,153,0
435,143,0
347,487,1
261,377,1
401,364,1
335,222,0
150,128,0
280,488,1
27,233,0
183,224,0
245,7,0
76,23,0
54,147,0
366,376,1
196,26,0
457,385,1
469,369,1
121,356,1
149,126,0
274,195,0
96,424,1
56,384,1
392,412,1
7,9,0
478,295,1
194,297,1
12,454,1
74,208,0
426,359,1
42,249,0
302,363,1
46,282,1
24,68,0
151,421,1
475,107,0
16,397,1
249,485,1
133,222,0
477,49,0
107,184,0
350,465,1
459,366,1
329,6,0
361,161,0
464,300,1
462,82,0
289,40,0
471,239,0
355,208,0
0,225,0
140,275,1
350,477,1
93,28,0
8,378,1
432,21,0
192,325,1
153,359,1
199,323,1
418,316,1
473,276,1
371,317,1
3,300,1
22,240,0
360,471,1
258,247,0
367,449,1
314,473,1
465,444,1
408,409,1
416,267,0
435,6,0
410,444,1
405,76,0
383,167,0
152,230,0
219,393,1
323,323,1
436,0,0
425,324,1
81,307,1
216,499,1
436,362,1
105,296,1
231,26,0
304,106,0
453,39,0
445,371,1
101,454,1
369,275,1
394,348,1
136,301,1
235,154,0
273,428,1
209,189,0
202,30,0
251,46,0
358,392,1
49,350,1
310,476,1
253,211,0
218,164,0
408,364,1
424,93,0
76,388,1
219,91,0
71,334,1
217,433,1
271,356,1
471,474,1
332,350,1
108,180,0
138,112,0
374,45,0
217,483,1
362,45,0
328,93,0
392,209,0
220,110,0
354,133,0
57,304,1
185,265,0
375,310,1
156,394,1
58,303,1
471,492,1
53,249,0
186,1,0
177,138,0
369,412,1
436,446,1
26,246,0
3,361,1
192,124,0
327,107,0
5,77,0
441,77,0
408,480,1
320,204,0
166,417,1
355,347,1
221,72,0
106,161,0
469,371,1
5,466,1
487,47,0
58,462,1
278,276,1
31,489,1
362,189,0
1,264,0
65,230,0
499,372,1
112,437,1
22,420,1
221,178,0
87,454,1
378,447,1
418,451,1
64,129,0
3,115,0
495,215,0
77,294,1
351,101,0
218,54,0
242,386,1
55,61,0
411,374,1
18,231,0
82,338,1
97,491,1
99,496,1
104,354,1
391,94,0
180,373,1
345,448,1
332,170,0
270,265,0
324,133,0
363,374,1
305,297,1
127,117,0
434,373,1
167,22,0
80,17,0
165,137,0
121,270,1
331,77,0
175,186,0
414,391,1
13,181,0
0,305,1
12,446,1
44,423,1
29,369,1
317,186,0
112,340,1
335,209,0
56,443,1
249,376,1
170,269,0
445,117,0
27,245,0
269,50,0
420,291,1
386,68,0
335,422,1
305,447,1
144,50,0
430,136,0
246,450,1
56,271,1
183,427,1
281,403,1
85,8,0
200,42,0
368,411,1
153,399,1
283,162,0
332,3,0
376,63,0
430,306,1
74,234,0
437,399,1
437,31,0
407,403,1
49,368,1
296,155,0
285,41,0
226,390,1
424,116,0
319,233,0
492,129,0
300,45,0
252,443,1
322,130,0
414,485,1
203,461,1
144,268,0
222,185,0
17,129,0
273,261,0
41,345,1
350,221,0
254,473,1
295,124,0
261,341,1
228,163,0
14,27,0
431,14,0
453,101,0
164,416,1
409,360,1
135,104,0
357,120,0
262,88,0
356,324,1
222,168,0
48,198,0
331,272,1
388,415,1
169,330,1
92,428,1
475,4,0
179,215,0
75,87,0
232,242,0
481,164,0
137,493,1
285,415,1
3,87,0
249,474,1
37,328,1
263,39,0
131,440,1
437,363,1
301,337,1
399,29,0
303,154,0
145,480,1
129,301,1
177,25,0
292,350,1
148,62,0
334,376,1
44,78,0
87,383,1
280,46,0
354,294,1
74,276,1
111,224,0
162,277,1
322,129,0
131,353,1
43,451,1
262,20,0
344,83,0
4,331,1
301,451,1
468,128,0
334,142,0
327,224,0
1,438,1
472,369,1
345,355,1
13,238,0
153,351,1
233,406,1
308,154,0
229,373,1
60,69,0
294,37,0
23,169,0
35,259,0
377,267,1
488,373,1
426,132,0
485,370,1
49,440,1
97,112,0
496,377,1
417,237,0
200,349,1
341,401,1
54,8,0
68,450,1
413,448,1
54,139,0
257,175,0
330,191,0
197,414,1
96,457,1
310,34,0
67,133,0
261,22,0
255,492,1
415,339,1
187,310,1
357,486,1
346,36,0
123,218,0
249,294,1
284,311,1
268,217,0
491,174,0
495,268,1
334,137,0
115,461,1
372,348,1
39,78,0
87,425,1
323,23,0
220,418,1
99,372,1
38,166,0
230,326,1
365,155,0
462,482,1
174,363,1
395,284,1
177,266,0
17,139,0
272,365,1
397,77,0
453,394,1
481,401,1
391,263,0
264,118,0
293,202,0
361,436,1
346,79,0
114,477,1
379,35,0
173,342,1
380,263,0
416,5,0
12,296,1
471,336,1
248,87,0
400,460,1
73,60,0
465,234,0
231,365,1
198,43,0
444,422,1
420,348,1
444,479,1
314,231,0
82,87,0
99,107,0
216,16,0
79,125,0
196,54,0
384,183,0
419,438,1
266,192,0
310,422,1
236,495,1
83,420,1
396,223,0
408,412,1
187,210,0
198,292,1
229,317,1
181,36,0
357,222,0
109,44,0
105,360,1
45,295,1
265,259,0
195,231,0
151,86,0
219,287,1
247,69,0
354,14,0
261,358,1
22,193,0
401,105,0
249,47,0
449,179,0
270,322,1
83,59,0
93,370,1
164,35,0
354,426,1
147,256,0
47,51,0
352,346,1
139,478,1
424,445,1
484,191,0
19,227,0
269,2,0
494,232,0
443,33,0
269,298,1
125,409,1
241,293,1
250,281,1
233,36,0
267,307,1
76,379,1
158,466,1
164,391,1
242,423,1
1,490,1
207,394,1
294,358,1
491,331,1
465,340,1
365,448,1
273,243,0
81,457,1
483,123,0
301,285,1
316,345,1
13,477,1
110,396,1
253,391,1
195,441,1
352,442,1
41,60,0
238,116,0
437,358,1
337,46,0
303,49,0
27,453,1
426,412,1
301,404,1
456,289,1
453,379,1
86,452,1
235,136,0
414,93,0
82,303,1
188,182,0
58,407,1
138,109,0
332,85,0
368,374,1
39,20,0
153,287,1
80,399,1
86,426,1
66,494,1
130,406,1
206,106,0
403,330,1
227,379,1
257,180,0
144,205,0
80,115,0
180,48,0
280,5,0
395,270,1
107,186,0
59,393,1
423,282,1
327,446,1
252,413,1
194,215,0
485,328,1
476,428,1
492,66,0
401,362,1
43,293,1
67,225,0
306,34,0
40,38,0
408,159,0
356,379,1
311,216,0
291,324,1
330,63,0
58,112,0
444,155,0
332,53,0
326,43,0
361,89,0
72,76,0
96,298,1
341,295,1
415,342,1
376,492,1
187,112,0
302,491,1
319,318,1
227,198,0
369,15,0
316,31,0
385,180,0
228,11,0
63,23,0
358,466,1
453,307,1
387,398,1
395,327,1
377,14,0
461,26,0
61,425,1
335,102,0
248,486,1
344,140,0
198,318,1
396,311,1
469,456,1
50,493,1
145,87,0
363,308,1
391,78,0
58,464,1
53,422,1
435,463,1
107,44,0
255,329,1
226,149,0
262,141,0
58,108,0
308,42,0
348,325,1
153,300,1
454,223,0
317,378,1
71,439,1
213,455,1
55,177,0
58,126,0
166,23,0
304,37,0
255,358,1
460,216,0
76,112,0
67,117,0
341,213,0
400,85,0
207,242,0
4,242,0
221,195,0
378,319,1
427,241,0
353,386,1
420,250,0
88,218,0
416,407,1
238,346,1
324,383,1
234,475,1
283,370,1
222,370,1
430,189,0
103,201,0
409,439,1
393,299,1
95,96,0
305,375,1
173,388,1
48,315,1
116,5,0
34,445,1
118,27,0
14,499,1
482,74,0
340,297,1
450,46,0
85,373,1
303,58,0
462,423,1
177,393,1
276,332,1
157,466,1
224,340,1
454,116,0
198,35,0
11,211,0
16,388,1
337,306,1
346,434,1
468,493,1
151,325,1
347,295,1
285,439,1
20,310,1
186,157,0
267,114,0
37,343,1
20,367,1
74,103,0
67,79,0
246,412,1
259,290,1
271,324,1
229,400,1
70,85,0
185,163,0
306,186,0
12,44,0
260,223,0
243,300,1
387,16,0
368,27,0
439,154,0
76,287,1
249,362,1
148,281,1
171,42,0
2,188,0
143,63,0
260,467,1
447,355,1
499,342,1
448,70,0
289,230,0
104,483,1
248,342,1
476,96,0
356,421,1
152,29,0
75,240,0
131,279,1
105,181,0
217,93,0
280,293,1
368,327,1
113,45,0
62,115,0
376,28,0
110,57,0
380,118,0
186,217,0
86,272,1
189,250,0
359,387,1
87,60,0
20,379,1
342,380,1
286,395,1
223,330,1
103,436,1
403,20,0
345,39,0
107,194,0
378,487,1
266,340,1
367,423,1
337,244,0
216,110,0
317,19,0
236,15,0
468,396,1
135,304,1
40,445,1
237,315,1
322,460,1
172,61,0
330,112,0
107,431,1
55,424,1
104,309,1
143,17,0
401,450,1
309,446,1
256,317,1
220,62,0
53,366,1
216,377,1
228,404,1
279,27,0
91,477,1
401,479,1
306,202,0
430,311,1
363,234,0
178,361,1
246,323,1
63,169,0
390,49,0
414,448,1
95,73,0
241,290,1
19,408,1
215,293,1
236,47,0
222,192,0
26,453,1
219,30,0
378,410,1
375,86,0
297,309,1
261,25,0
474,388,1
313,297,1
412,389,1
486,465,1
386,419,1
238,282,1
380,259,0
12,286,1
20,448,1
98,283,1
476,420,1
170,283,1
311,153,0
146,185,0
444,137,0
458,337,1
431,208,0
258,229,0
454,12,0
17,364,1
46,15,0
333,40,0
172,466,1
355,125,0
0,113,0
159,315,1
274,370,1
355,428,1
284,420,1
173,323,1
144,430,1
484,294,1
428,119,0
176,336,1
117,16,0
83,57,0
445,12,0
92,245,0
36,438,1
317,42,0
254,63,0
373,437,1
210,388,1
60,314,1
199,179,0
190,236,0
206,200,0
28,15,0
308,253,0
315,416,1
37,50,0
334,171,0
60,356,1
233,467,1
399,430,1
186,484,1
116,316,1
44,439,1
86,159,0
294,332,1
33,490,1
77,218,0
499,397,1
143,54,0
287,296,1
278,14,0
404,190,0
449,310,1
178,366,1
418,193,0
127,352,1
251,104,0
232,59,0
1,111,0
5,13,0
499,298,1
497,307,1
260,252,0
222,184,0
498,343,1
261,342,1
323,21,0
380,443,1
59,428,1
253,67,0
34,122,0
309,122,0
121,3,0
83,391,1
156,207,0
93,94,0
37,442,1
85,484,1
235,346,1
281,150,0
43,41,0
259,154,0
271,472,1
337,86,0
309,15,0
445,225,0
324,265,1
372,459,1
113,161,0
337,325,1
254,197,0
191,110,0
438,145,0
275,479,1
122,127,0
481,345,1
464,195,0
321,415,1
96,366,1
228,443,1
213,29,0
194,283,1
31,183,0
229,62,0
365,368,1
14,96,0
103,133,0
105,132,0
27,296,1
435,195,0
426,8,0
213,295,1
345,58,0
368,378,1
77,306,1
91,164,0
392,97,0
489,93,0
215,428,1
293,54,0
53,385,1
103,120,0
186,388,1
395,489,1
151,191,0
64,372,1
164,80,0
480,155,0
24,103,0
92,312,1
375,267,1
114,68,0
452,255,0
350,429,1
50,333,1
217,236,0
155,171,0
366,408,1
313,180,0
278,167,0
154,72,0
416,421,1
150,399,1
296,7,0
82,298,1
23,436,1
372,202,0
151,367,1
297,314,1
12,78,0
278,169,0
134,163,0
203,48,0
168,89,0
310,361,1
255,244,0
370,199,0
128,313,1
155,217,0
121,445,1
406,254,0
313,224,0
343,389,1
244,51,0
239,160,0
80,162,0
122,281,1
196,65,0
135,151,0
31,139,0
218,294,1
141,317,1
217,226,0
179,297,1
305,376,1
254,432,1
315,285,1
196,444,1
83,461,1
349,107,0
281,367,1
454,21,0
36,337,1
28,319,1
297,174,0
224,454,1
464,73,0
155,340,1
165,398,1
441,96,0
39,315,1
227,220,0
74,382,1
443,346,1
78,62,0
163,360,1
93,214,0
312,203,0
351,304,1
61,90,0
291,128,0
267,31,0
278,102,0
411,64,0
398,418,1
309,133,0
136,356,1
460,278,1
461,248,0
300,417,1
70,392,1
494,368,1
255,326,1
29,304,1
443,221,0
447,472,1
295,117,0
127,350,1
454,483,1
75,498,1
325,98,0
240,391,1
126,230,0
372,493,1
403,371,1
195,250,0
185,89,0
141,49,0
453,191,0
50,101,0
448,423,1
190,342,1
226,397,1
93,109,0
110,148,0
486,168,0
385,329,1
464,56,0
56,359,1
415,156,0
117,273,1
349,69,0
215,292,1
420,489,1
59,102,0
280,492,1
10,386,1
394,475,1
278,363,1
319,45,0
269,251,0
311,297,1
40,364,1
118,325,1
488,499,1
114,471,1
47,455,1
189,243,0
64,295,1
389,391,1
325,491,1
8,272,1
267,494,1
273,320,1
338,329,1
302,181,0
480,419,1
39,417,1
17,156,0
93,292,1
370,389,1
160,298,1
260,341,1
329,4,0
252,458,1
428,138,0
86,279,1
176,88,0
3,415,1
128,202,0
202,181,0
294,325,1
246,321,1
129,187,0
169,253,0
53,227,0
306,195,0
256,149,0
374,71,0
399,65,0
9,448,1
146,203,0
473,108,0
292,365,1
183,377,1
317,37,0
185,29,0
206,292,1
202,414,1
59,231,0
166,132,0
58,20,0
252,453,1
481,367,1
279,142,0
33,101,0
181,85,0
258,241,0
7,281,1
347,286,1
297,163,0
17,1,0
153,227,0
220,184,0
472,87,0
393,197,0
142,217,0
290,284,1
193,350,1
375,195,0
489,338,1
461,206,0
186,76,0
69,128,0
209,93,0
444,162,0
88,494,1
229,117,0
484,50,0
110,347,1
327,371,1
483,153,0
59,319,1
25,29,0
2,481,1
223,194,0
444,450,1
262,97,0
388,481,1
373,45,0
115,234,0
395,53,0
17,210,0
328,281,1
75,117,0
321,292,1
208,208,0
68,349,1
446,392,1
248,474,1
150,299,1
448,489,1
258,448,1
248,352,1
243,400,1
348,434,1
294,342,1
276,12,0
297,80,0
148,7,0
3,427,1
232,346,1
32,180,0
75,497,1
193,90,0
281,4,0
272,326,1
285,321,1
255,102,0
69,475,1
172,191,0
154,368,1
128,142,0
70,404,1
51,340,1
386,441,1
465,448,1
413,383,1
463,232,0
394,63,0
485,433,1
5,335,1
359,266,1
139,428,1
325,96,0
266,175,0
47,20,0
127,318,1
50,438,1
45,404,1
406,449,1
382,246,0
15,475,1
242,149,0
166,341,1
339,455,1
316,394,1
94,454,1
498,446,1
128,325,1
138,265,0
317,267,1
156,16,0
393,274,1
248,400,1
484,480,1
254,381,1
237,102,0
145,252,0
477,172,0
441,369,1
210,410,1
57,36,0
293,26,0
13,214,0
238,31,0
281,441,1
84,382,1
120,59,0
372,417,1
267,83,0
161,286,1
439,337,1
52,210,0
296,185,0
451,247,0
175,137,0
397,323,1
129,92,0
224,283,1
441,232,0
454,108,0
358,166,0
23,413,1
63,279,1
442,306,1
314,210,0
130,48,0
42,99,0
274,331,1
445,226,0
498,119,0
170,364,1
22,251,0
70,371,1
86,136,0
106,481,1
77,420,1
101,404,1
79,280,1
70,461,1
400,384,1
272,270,1
216,103,0
138,354,1
269,45,0
330,276,1
413,450,1
155,323,1
121,338,1
99,367,1
217,205,0
14,213,0
179,80,0
234,335,1
427,275,1
409,337,1
337,310,1
370,55,0
80,80,0
337,442,1
126,204,0
431,183,0
486,163,0
224,65,0
248,83,0
278,392,1
10,208,0
161,226,0
22,354,1
265,262,0
14,194,0
207,274,1
310,69,0
34,373,1
135,346,1
141,216,0
284,78,0
27,401,1
412,89,0
25,63,0
315,401,1
188,476,1
89,193,0
403,415,1
227,415,1
90,481,1
43,483,1
58,237,0
228,32,0
390,334,1
375,426,1
89,270,0
139,453,1
351,145,0
103,321,1
448,122,0
340,160,0
448,169,0
418,425,1
122,292,1
195,397,1
291,276,1
82,431,1
123,273,1
91,69,0
316,406,1
208,348,1
283,485,1
73,190,0
70,326,1
3,132,0
230,350,1
268,449,1
50,335,1
44,392,1
394,273,1
107,156,0
5,89,0
424,462,1
268,57,0
85,362,1
321,490,1
125,184,0
113,390,1
155,121,0
21,356,1
431,83,0
242,53,0
471,87,0
264,247,0
215,302,1
367,51,0
433,492,1
415,409,1
254,23,0
323,13,0
206,377,1
0,377,1
208,122,0
281,370,1
441,50,0
10,233,0
309,403,1
338,317,1
389,49,0
20,236,0
164,93,0
185,396,1
244,222,0
249,292,1
313,46,0
9,59,0
406,210,0
305,295,1
41,478,1
82,33,0
456,366,1
226,321,1
297,343,1
135,297,1
153,169,0
363,120,0
336,469,1
178,496,1
26,215,0
106,344,1
34,471,1
126,269,0
244,123,0
238,187,0
441,407,1
384,497,1
405,205,0
267,380,1
336,214,0
7,116,0
198,10,0
214,217,0
286,31,0
398,121,0
67,59,0
210,363,1
264,157,0
18,83,0
453,283,1
330,173,0
377,382,1
495,466,1
74,451,1
258,101,0
419,326,1
51,392,1
494,284,1
283,27,0
341,142,0
465,370,1
277,473,1
299,169,0
472,275,1
148,111,0
333,177,0
285,434,1
410,167,0
441,98,0
106,163,0
168,180,0
183,3,0
211,129,0
38,357,1
338,270,1
89,207,0
265,184,0
121,166,0
221,227,0
388,414,1
180,409,1
351,345,1
230,383,1
220,388,1
199,139,0
85,359,1
273,172,0
223,136,0
115,273,1
226,105,0
171,133,0
303,319,1
361,72,0
479,251,0
437,276,1
46,188,0
265,2,0
432,79,0
334,332,1
308,260,0
279,140,0
371,381,1
300,52,0
3,226,0
416,299,1
374,317,1
196,445,1
253,7,0
459,31,0
308,471,1
70,284,1
185,290,1
15,202,0
158,192,0
212,108,0
464,67,0
234,173,0
313,169,0
348,45,0
476,497,1
280,104,0
220,409,1
16,163,0
222,107,0
121,89,0
134,97,0
340,327,1
373,46,0
139,112,0
242,451,1
442,6,0
263,376,1
8,415,1
290,428,1
233,417,1
475,368,1
350,74,0
156,113,0
158,413,1
308,243,0
52,158,0
440,306,1
311,406,1
189,26,0
474,271,1
9,342,1
24,34,0
64,56,0
220,478,1
170,82,0
64,50,0
315,185,0
286,120,0
53,481,1
101,109,0
454,327,1
376,361,1
411,324,1
330,26,0
20,93,0
481,202,0
108,461,1
453,28,0
159,398,1
399,331,1
91,316,1
314,46,0
342,401,1
342,274,1
326,161,0
370,437,1
108,88,0
360,469,1
179,427,1
473,478,1
362,311,1
110,15,0
367,95,0
18,458,1
340,94,0
491,128,0
479,139,0
383,139,0
29,389,1
145,332,1
206,439,1
159,414,1
439,357,1
153,453,1
370,227,0
54,93,0
170,156,0
75,170,0
159,37,0
385,101,0
95,142,0
91,264,0
493,114,0
202,134,0
220,375,1
258,477,1
454,348,1
256,484,1
256,481,1
247,181,0
53,79,0
27,477,1
183,447,1
305,211,0
407,40,0
237,294,1
60,123,0
191,329,1
456,306,1
494,494,1
364,488,1
420,34,0
131,435,1
448,232,0
120,303,1
41,385,1
49,329,1
338,392,1
193,372,1
371,153,0
107,243,0
399,291,1
493,386,1
171,225,0
73,135,0
22,276,1
34,247,0
179,82,0
49,315,1
170,249,0
339,266,1
453,43,0
136,497,1
205,254,0
7,104,0
192,223,0
188,211,0
140,144,0
59,433,1
454,303,1
470,32,0
70,52,0
202,207,0
461,317,1
354,274,1
400,238,0
475,497,1
459,53,0
428,192,0
197,144,0
426,92,0
169,391,1
87,303,1
443,137,0
390,362,1
130,23,0
204,32,0
367,459,1
409,68,0
437,391,1
367,202,0
364,380,1
68,484,1
4,99,0
462,275,1
331,337,1
305,42,0
135,397,1
457,332,1
65,337,1
477,465,1
36,479,1
290,264,1
87,147,0
372,396,1
86,282,1
142,312,1
192,14,0
389,1,0
13,486,1
73,411,1
75,9,0
259,358,1
277,262,0
136,456,1
138,478,1
17,147,0
180,231,0
52,419,1
191,118,0
73,298,1
60,87,0
376,494,1
168,232,0
198,32,0
484,329,1
121,421,1
117,183,0
133,280,1
462,486,1
457,281,1
369,36,0
247,21,0
438,332,1
239,366,1
71,119,0
93,437,1
401,59,0
346,289,1
249,281,1
286,217,0
175,463,1
31,44,0
46,487,1
198,307,1
32,131,0
83,493,1
28,372,1
395,242,0
155,24,0
455,442,1
120,82,0
112,219,0
420,450,1
207,231,0
396,50,0
209,275,1
63,224,0
358,342,1
64,26,0
353,199,0
394,233,0
368,420,1
9,118,0
481,313,1
283,346,1
374,340,1
309,18,0
356,190,0
375,416,1
98,224,0
499,414,1
459,470,1
384,161,0
157,170,0
267,51,0
467,458,1
27,77,0
190,162,0
289,114,0
194,101,0
198,397,1
84,424,1
247,150,0
179,443,1
35,328,1
247,175,0
209,398,1
232,225,0
32,256,0
216,389,1
142,93,0
285,340,1
71,114,0
285,376,1
342,187,0
286,133,0
375,21,0
59,237,0
389,126,0
255,298,1
364,410,1
31,315,1
52,448,1
143,86,0
26,174,0
248,439,1
50,324,1
316,121,0
366,62,0
452,446,1
394,312,1
329,36,0
463,83,0
92,152,0
265,333,1
173,41,0
380,47,0
130,15,0
427,497,1
492,424,1
332,435,1
178,10,0
206,417,1
353,24,0
353,105,0
105,142,0
166,253,0
98,17,0
417,482,1
259,435,1
158,255,0
115,36,0
100,296,1
298,6,0
139,187,0
106,237,0
267,224,0
173,492,1
399,316,1
145,100,0
362,161,0
293,153,0
16,274,1
78,451,1
236,464,1
254,350,1
466,213,0
48,158,0
122,198,0
125,329,1
102,122,0
355,11,0
415,443,1
66,201,0
498,199,0
100,431,1
270,234,0
26,124,0
173,440,1
292,203,0
102,321,1
349,258,0
204,314,1
297,198,0
237,439,1
220,325,1
107,421,1
28,220,0
475,110,0
229,340,1
277,292,1
426,91,0
423,390,1
192,368,1
114,481,1
459,433,1
240,291,1
235,461,1
293,344,1
243,471,1
247,46,0
297,252,0
282,263,0
405,156,0
490,207,0
76,195,0
113,420,1
212,153,0
148,265,0
302,364,1
175,482,1
48,73,0
394,482,1
454,49,0
130,468,1
388,60,0
280,280,1
81,410,1
37,120,0
127,262,0
322,48,0
267,155,0
93,455,1
349,161,0
364,275,1
244,21,0
245,443,1
395,71,0
152,451,1
11,65,0
39,69,0
389,84,0
101,482,1
149,155,0
333,497,1
474,101,0
391,89,0
234,484,1
89,246,0
337,102,0
47,445,1
45,324,1
29,376,1
349,284,1
213,26,0
400,12,0
32,347,1
256,88,0
183,431,1
266,105,0
182,271,0
450,55,0
173,275,1
459,337,1
308,76,0
17,392,1
368,115,0
439,49,0
318,395,1
103,87,0
419,354,1
241,102,0
240,120,0
84,351,1
463,495,1
242,19,0
291,385,1
197,141,0
58,204,0
148,167,0
136,193,0
275,380,1
133,490,1
7,269,1
319,321,1
468,215,0
271,48,0
15,406,1
434,278,1
498,480,1
418,440,1
103,440,1
30,82,0
22,327,1
494,332,1
89,431,1
493,128,0
355,320,1
50,388,1
85,174,0
372,425,1
228,461,1
26,0,0
391,411,1
90,494,1
68,218,0
374,187,0
438,350,1
179,217,0
405,349,1
314,212,0
160,269,0
149,218,0
452,369,1
429,226,0
481,278,1
41,151,0
453,89,0
368,375,1
440,407,1
396,420,1
104,205,0
140,496,1
330,163,0
410,310,1
463,103,0
121,284,1
126,478,1
178,209,0
163,162,0
229,311,1
300,263,1
175,330,1
496,233,0
295,30,0
198,456,1
310,1,0
446,22,0
277,412,1
87,345,1
378,467,1
207,456,1
487,449,1
261,59,0
379,283,1
249,287,1
423,402,1
338,183,0
304,363,1
235,130,0
492,105,0
46,48,0
28,205,0
338,347,1
184,116,0
161,5,0
91,123,0
382,113,0
268,428,1
339,335,1
311,496,1
42,92,0
228,166,0
79,290,1
55,354,1
412,181,0
308,180,0
179,89,0
345,123,0
446,325,1
21,104,0
142,422,1
294,307,1
494,412,1
48,336,1
191,5,0
33,481,1
414,341,1
16,195,0
137,462,1
387,406,1
420,344,1
28,455,1
50,207,0
255,222,0
51,273,1
66,69,0
40,148,0
63,309,1
127,42,0
12,285,1
111,29,0
410,15,0
56,354,1
86,366,1
343,26,0
393,481,1
261,35,0
396,341,1
119,101,0
151,354,1
79,466,1
249,167,0
348,347,1
