x_0,x_1,y
431,44,1
872,418,1
159,576,0
442,536,0
413,154,1
143,498,0
295,556,0
530,647,0
943,112,1
538,249,1
248,114,1
102,80,0
387,297,1
651,498,0
913,232,1
512,308,1
650,398,1
14,80,0
711,555,0
822,258,1
819,673,0
324,662,0
301,233,1
815,573,0
116,189,0
803,118,1
131,535,0
698,732,0
58,451,0
534,50,1
709,33,1
580,742,0
806,373,1
630,762,0
225,616,0
661,732,0
734,396,1
146,384,0
146,485,0
336,225,1
360,90,1
524,200,1
294,320,0
606,42,1
685,349,1
218,498,0
127,616,0
744,265,1
249,371,0
337,620,0
120,538,0
534,422,1
1009,267,1
530,755,0
738,57,1
131,645,0
728,321,1
39,147,0
311,472,0
76,499,0
1018,137,1
23,720,0
375,123,1
904,445,1
178,293,0
882,233,1
78,503,0
390,346,1
426,429,0
986,236,1
836,717,0
179,552,0
554,85,1
537,579,0
299,71,1
458,243,1
107,139,0
236,644,0
672,79,1
233,207,1
821,108,1
841,147,1
460,372,1
255,730,0
444,211,1
338,134,1
891,694,0
292,110,1
440,666,0
507,534,0
656,72,1
573,731,0
20,365,0
769,481,1
179,740,0
920,301,1
209,69,1
350,182,1
870,50,1
914,330,1
730,549,0
92,483,0
514,414,1
299,619,0
940,198,1
743,51,1
462,673,0
492,21,1
373,97,1
716,183,1
1019,595,1
241,571,0
293,10,1
285,512,0
454,719,0
922,576,1
803,723,0
879,724,0
950,92,1
719,341,1
1001,759,0
895,459,1
840,501,1
1004,250,1
358,177,1
113,280,0
839,176,1
358,221,1
755,25,1
691,404,1
7,611,0
375,472,0
24,494,0
183,226,0
449,384,1
555,663,0
667,291,1
58,584,0
255,324,0
497,484,0
941,344,1
148,164,0
152,442,0
897,426,1
30,199,0
1,694,0
433,244,1
524,596,0
925,99,1
558,715,0
7,25,0
265,765,0
975,682,0
260,130,1
555,612,0
939,95,1
817,568,0
449,530,0
623,226,1
512,23,1
942,292,1
66,62,0
996,384,1
689,84,1
563,386,1
431,475,0
365,697,0
244,365,0
377,720,0
500,142,1
686,448,1
10,616,0
93,64,0
644,32,1
454,280,1
812,456,1
651,553,0
138,465,0
330,586,0
214,66,1
667,45,1
443,582,0
695,751,0
262,434,0
969,568,1
660,172,1
813,297,1
675,617,0
295,356,0
974,70,1
798,157,1
138,578,0
165,193,0
1020,264,1
1001,209,1
773,96,1
214,218,0
13,376,0
653,413,1
868,103,1
976,687,0
47,647,0
192,196,0
722,150,1
511,356,1
401,404,0
392,500,0
327,609,0
670,115,1
55,609,0
336,739,0
725,625,0
881,514,1
375,284,1
125,266,0
301,715,0
280,564,0
968,38,1
373,110,1
1001,601,1
1022,281,1
238,101,1
414,542,0
743,450,1
753,168,1
137,529,0
170,141,1
755,234,1
92,209,0
67,587,0
839,681,0
217,426,0
795,439,1
255,379,0
846,220,1
8,602,0
567,751,0
443,331,1
356,528,0
259,245,0
324,549,0
304,370,0
420,586,0
546,504,0
265,329,0
608,457,1
951,344,1
113,662,0
856,113,1
4,541,0
603,691,0
285,184,1
771,372,1
145,741,0
784,67,1
955,260,1
532,58,1
558,531,0
974,511,1
47,153,0
395,361,1
529,651,0
76,542,0
99,612,0
114,66,0
80,183,0
550,696,0
782,152,1
1010,261,1
963,54,1
222,26,1
829,116,1
958,366,1
827,225,1
717,384,1
31,689,0
911,327,1
507,489,0
86,218,0
645,519,0
636,186,1
112,400,0
932,453,1
14,197,0
990,445,1
983,596,1
442,211,1
645,201,1
409,699,0
270,466,0
506,303,1
833,458,1
344,417,0
783,259,1
271,11,1
743,584,0
59,718,0
979,40,1
856,764,0
937,245,1
307,453,0
478,252,1
761,238,1
578,607,0
168,638,0
753,370,1
199,576,0
977,242,1
221,638,0
317,613,0
305,755,0
123,25,1
793,384,1
938,11,1
846,457,1
578,192,1
1013,601,1
571,365,1
513,592,0
23,536,0
691,501,1
595,218,1
39,565,0
450,714,0
58,582,0
978,391,1
936,528,1
113,75,0
171,456,0
782,9,1
473,627,0
140,111,0
546,247,1
139,265,0
872,262,1
142,758,0
430,344,1
194,225,0
758,491,1
684,719,0
751,76,1
17,402,0
555,756,0
754,152,1
219,679,0
549,583,0
874,159,1
408,504,0
236,293,0
172,585,0
279,195,1
297,545,0
485,55,1
750,654,0
399,12,1
921,368,1
143,244,0
568,112,1
305,424,0
692,548,0
970,733,0
280,440,0
609,709,0
485,696,0
483,67,1
883,482,1
288,669,0
274,129,1
236,322,0
222,423,0
132,473,0
558,688,0
997,329,1
175,497,0
964,2,1
1002,94,1
394,368,1
745,330,1
40,657,0
88,155,0
135,39,1
503,420,1
316,40,1
297,218,1
762,72,1
27,157,0
284,434,0
627,699,0
671,452,1
8,209,0
238,383,0
899,239,1
573,298,1
599,437,1
590,257,1
141,763,0
1007,116,1
54,288,0
572,433,1
219,416,0
571,453,0
823,159,1
330,728,0
487,666,0
196,673,0
410,243,1
559,642,0
344,194,1
713,231,1
304,109,1
14,492,0
615,513,0
641,143,1
815,446,1
528,338,1
932,31,1
140,248,0
822,324,1
194,277,0
472,544,0
669,467,1
457,90,1
514,280,1
482,693,0
165,705,0
92,319,0
103,624,0
166,0,1
772,462,1
763,755,0
705,192,1
325,246,1
1014,571,1
167,224,0
715,199,1
651,148,1
740,543,0
682,557,0
290,572,0
24,623,0
82,423,0
305,347,0
844,130,1
601,677,0
745,328,1
487,244,1
32,534,0
20,31,0
549,553,0
941,201,1
153,150,1
694,737,0
356,224,1
970,148,1
428,4,1
732,276,1
740,471,1
342,165,1
974,19,1
818,697,0
827,568,0
571,687,0
659,287,1
579,196,1
370,575,0
761,19,1
609,235,1
429,489,0
205,475,0
178,485,0
207,585,0
303,680,0
640,677,0
979,483,1
560,718,0
324,142,1
718,608,0
631,499,0
651,514,0
703,67,1
711,386,1
496,236,1
109,658,0
949,735,0
641,432,1
838,476,1
752,36,1
686,482,1
579,109,1
754,573,0
330,113,1
348,750,0
144,98,1
604,190,1
180,210,0
522,24,1
980,39,1
189,634,0
161,231,0
772,414,1
199,373,0
549,280,1
149,170,0
876,171,1
541,195,1
710,118,1
478,704,0
697,125,1
325,419,0
129,366,0
414,551,0
204,555,0
701,464,1
283,307,0
805,711,0
837,307,1
698,671,0
355,583,0
732,50,1
62,498,0
674,256,1
27,452,0
660,72,1
54,319,0
940,445,1
135,303,0
29,426,0
733,492,1
563,244,1
392,426,0
920,553,1
837,472,1
442,51,1
521,433,0
531,685,0
843,499,1
862,102,1
923,395,1
831,474,1
491,22,1
301,72,1
152,326,0
30,20,0
281,370,0
321,170,1
269,408,0
793,313,1
355,712,0
242,12,1
138,720,0
447,188,1
7,495,0
375,706,0
488,212,1
624,691,0
892,279,1
701,367,1
93,548,0
393,282,1
674,572,0
977,342,1
859,216,1
828,430,1
725,699,0
1009,708,0
548,332,1
643,679,0
503,175,1
422,634,0
1014,433,1
986,592,1
300,114,1
817,734,0
416,360,1
297,333,0
141,655,0
908,147,1
865,175,1
948,512,1
496,527,0
224,248,0
167,267,0
1011,586,1
435,553,0
461,16,1
27,678,0
542,13,1
810,703,0
306,550,0
392,352,1
531,390,1
87,112,0
286,177,1
359,163,1
880,193,1
780,21,1
930,518,1
1007,27,1
635,397,1
341,493,0
568,608,0
1016,396,1
559,724,0
245,581,0
273,398,0
766,316,1
631,147,1
948,359,1
150,214,0
328,349,0
141,168,0
624,449,1
272,660,0
990,309,1
222,724,0
995,741,0
570,170,1
80,331,0
707,327,1
901,7,1
600,309,1
349,454,0
452,308,1
505,711,0
396,730,0
630,500,0
321,384,0
576,46,1
818,442,1
88,129,0
578,675,0
491,604,0
1019,392,1
584,509,0
164,327,0
103,333,0
628,56,1
552,718,0
338,458,0
391,233,1
165,166,1
326,564,0
1,389,0
501,431,0
278,275,0
339,153,1
36,342,0
939,346,1
715,255,1
34,761,0
540,171,1
878,338,1
865,267,1
592,51,1
615,200,1
119,751,0
896,158,1
140,741,0
829,103,1
94,548,0
868,176,1
1007,43,1
827,566,0
997,318,1
436,44,1
822,131,1
958,725,0
379,518,0
349,308,1
48,310,0
155,741,0
663,126,1
442,411,0
599,617,0
602,728,0
680,162,1
100,300,0
38,644,0
282,6,1
704,246,1
965,463,1
231,83,1
745,704,0
875,113,1
760,224,1
564,108,1
441,536,0
324,179,1
269,680,0
484,754,0
524,444,0
346,746,0
343,681,0
32,650,0
860,456,1
694,306,1
832,746,0
74,639,0
229,708,0
528,109,1
345,578,0
314,277,1
351,162,1
995,571,1
699,430,1
183,188,1
365,325,1
429,53,1
477,488,0
893,407,1
741,165,1
662,398,1
756,742,0
714,727,0
906,358,1
448,237,1
648,14,1
104,284,0
791,235,1
483,564,0
891,531,1
776,303,1
182,322,0
405,274,1
55,199,0
433,730,0
1013,711,0
11,272,0
882,108,1
360,280,1
915,77,1
686,55,1
684,227,1
365,109,1
975,167,1
319,194,1
1012,122,1
921,362,1
838,641,0
371,335,1
52,4,1
978,164,1
610,334,1
881,626,0
341,108,1
598,545,0
832,13,1
197,8,1
287,602,0
615,355,1
530,385,1
680,579,0
646,125,1
91,736,0
766,688,0
939,479,1
953,542,1
973,728,0
928,354,1
591,312,1
894,183,1
362,183,1
347,438,0
598,326,1
415,321,1
144,447,0
400,346,1
690,340,1
1023,654,1
674,131,1
762,528,1
120,9,1
98,337,0
811,451,1
862,159,1
891,180,1
903,418,1
308,80,1
218,242,0
320,352,0
879,61,1
923,673,0
134,715,0
593,391,1
759,734,0
966,600,1
198,66,1
475,61,1
971,420,1
859,205,1
626,635,0
419,194,1
1003,125,1
490,533,0
985,359,1
33,713,0
760,142,1
370,706,0
691,357,1
926,78,1
309,313,0
893,450,1
290,585,0
783,289,1
288,143,1
494,695,0
1007,663,0
862,736,0
246,649,0
603,277,1
45,390,0
249,540,0
980,162,1
800,438,1
922,175,1
582,220,1
54,484,0
704,603,0
15,686,0
904,643,0
963,689,0
165,458,0
873,665,0
708,579,0
155,735,0
74,162,0
443,556,0
25,447,0
290,556,0
929,435,1
153,29,1
396,753,0
21,545,0
877,484,1
380,318,1
696,219,1
621,209,1
117,738,0
539,726,0
688,712,0
692,188,1
756,24,1
735,180,1
611,430,1
132,336,0
188,460,0
70,298,0
49,347,0
761,501,1
241,308,0
152,142,1
583,360,1
399,55,1
621,480,0
525,334,1
476,437,0
272,666,0
810,530,1
435,313,1
261,51,1
142,87,1
844,447,1
978,93,1
555,246,1
797,89,1
103,452,0
923,558,1
79,480,0
156,653,0
252,121,1
36,697,0
329,621,0
748,747,0
838,386,1
469,388,1
807,157,1
61,755,0
903,677,0
824,162,1
2,9,0
63,316,0
754,45,1
410,745,0
462,730,0
201,159,1
956,561,1
350,747,0
313,325,0
330,226,1
611,32,1
208,47,1
187,756,0
144,385,0
452,767,0
25,164,0
603,12,1
212,108,1
536,149,1
86,672,0
478,460,0
445,187,1
201,662,0
743,20,1
885,262,1
352,600,0
67,499,0
696,746,0
109,747,0
605,424,1
814,424,1
492,517,0
400,99,1
870,588,0
397,535,0
242,703,0
913,417,1
340,446,0
838,582,0
445,610,0
827,370,1
900,13,1
12,316,0
93,99,0
829,269,1
1008,401,1
952,281,1
423,544,0
608,423,1
782,108,1
633,393,1
910,515,1
151,393,0
966,184,1
795,62,1
326,386,0
816,310,1
997,456,1
110,13,1
481,432,0
540,277,1
116,2,1
268,649,0
254,590,0
98,642,0
160,689,0
765,307,1
1002,655,0
905,182,1
10,651,0
752,203,1
138,16,1
142,223,0
449,504,0
556,330,1
697,340,1
256,118,1
537,698,0
986,346,1
453,52,1
738,7,1
1002,87,1
424,323,1
360,220,1
851,643,0
365,28,1
562,131,1
583,470,0
530,132,1
366,129,1
626,688,0
254,679,0
981,170,1
168,292,0
280,760,0
919,181,1
729,526,0
637,15,1
1011,400,1
91,710,0
704,548,0
649,169,1
460,594,0
453,401,1
661,723,0
956,85,1
941,316,1
857,531,1
360,701,0
549,191,1
227,49,1
47,284,0
901,604,0
705,557,0
408,49,1
73,317,0
104,57,0
898,101,1
839,506,1
235,62,1
26,677,0
968,749,0
551,411,1
517,675,0
761,119,1
940,126,1
961,240,1
287,613,0
826,63,1
588,477,0
440,141,1
506,126,1
759,45,1
598,116,1
45,379,0
882,523,1
507,316,1
86,83,0
665,523,0
807,481,1
422,371,1
393,386,0
665,567,0
869,362,1
449,126,1
691,742,0
337,323,0
198,317,0
707,277,1
995,127,1
365,464,0
785,255,1
132,224,0
739,523,0
60,158,0
911,556,1
544,305,1
870,644,0
275,340,0
419,93,1
983,384,1
116,636,0
537,318,1
247,37,1
39,438,0
903,719,0
674,333,1
550,504,0
896,765,0
507,746,0
152,368,0
679,90,1
188,566,0
222,98,1
942,326,1
203,4,1
382,471,0
875,751,0
164,417,0
436,224,1
298,348,0
302,21,1
800,395,1
806,703,0
603,431,1
786,296,1
807,596,0
419,758,0
57,27,0
728,524,0
844,251,1
906,359,1
591,602,0
1003,164,1
537,215,1
634,260,1
437,45,1
772,597,0
351,726,0
756,716,0
899,341,1
317,752,0
242,648,0
951,477,1
849,122,1
629,135,1
507,108,1
418,641,0
59,552,0
105,391,0
238,245,0
424,213,1
873,632,0
751,757,0
830,425,1
131,617,0
347,20,1
207,73,1
315,66,1
865,146,1
442,326,1
382,744,0
259,677,0
371,553,0
182,168,1
786,145,1
874,102,1
12,225,0
946,333,1
414,331,1
602,402,1
288,703,0
94,247,0
580,524,0
949,747,0
455,361,1
965,395,1
843,187,1
335,468,0
457,679,0
739,440,1
714,176,1
523,387,1
544,633,0
787,46,1
299,111,1
298,569,0
384,381,0
959,366,1
14,394,0
73,535,0
295,681,0
745,122,1
118,2,1
336,149,1
518,752,0
843,407,1
468,137,1
465,751,0
828,539,1
661,451,1
888,554,1
629,278,1
659,645,0
439,679,0
746,349,1
870,263,1
182,566,0
85,617,0
556,51,1
570,47,1
292,502,0
478,637,0
810,300,1
904,279,1
306,233,1
976,466,1
550,235,1
457,746,0
389,87,1
463,646,0
336,2,1
6,265,0
153,376,0
792,253,1
128,698,0
688,432,1
246,318,0
110,522,0
603,276,1
326,315,0
559,621,0
909,374,1
272,237,1
96,665,0
677,624,0
219,370,0
815,675,0
375,628,0
23,116,0
969,592,1
992,674,0
597,260,1
218,254,0
918,647,0
95,737,0
927,104,1
176,298,0
656,387,1
844,758,0
141,570,0
672,492,1
672,155,1
729,257,1
930,761,0
840,263,1
321,399,0
204,154,1
430,295,1
745,17,1
838,518,1
14,114,0
87,468,0
525,423,1
1020,196,1
954,87,1
727,504,1
805,269,1
545,347,1
491,182,1
570,431,1
212,41,1
199,281,0
938,683,0
738,344,1
299,747,0
416,554,0
692,722,0
599,29,1
616,474,0
900,517,1
729,469,1
38,740,0
954,676,0
105,454,0
859,226,1
473,197,1
462,753,0
29,210,0
255,354,0
517,122,1
668,378,1
435,204,1
607,663,0
432,246,1
842,12,1
834,228,1
294,16,1
108,432,0
868,218,1
854,266,1
911,166,1
141,139,0
798,291,1
1016,181,1
470,144,1
276,318,0
1011,219,1
579,166,1
158,46,1
524,53,1
11,281,0
139,656,0
747,384,1
790,219,1
548,662,0
759,284,1
909,393,1
573,20,1
31,303,0
594,327,1
19,426,0
814,636,0
806,355,1
745,224,1
305,534,0
238,47,1
415,231,1
433,155,1
943,493,1
323,625,0
441,429,0
408,345,1
793,81,1
647,142,1
29,85,0
42,216,0
740,442,1
601,260,1
189,422,0
753,337,1
573,205,1
567,518,0
479,422,0
501,168,1
300,488,0
293,454,0
85,528,0
824,82,1
167,140,1
155,693,0
750,182,1
715,97,1
604,80,1
243,197,1
68,449,0
923,285,1
550,52,1
239,727,0
515,431,0
544,243,1
725,74,1
327,672,0
565,254,1
920,574,1
623,631,0
897,170,1
219,644,0
941,90,1
54,371,0
574,59,1
883,594,0
96,351,0
61,683,0
243,602,0
772,441,1
586,619,0
133,529,0
270,237,1
962,557,1
263,114,1
1006,151,1
1016,152,1
798,433,1
44,493,0
106,218,0
364,716,0
444,334,1
328,269,1
482,309,1
165,252,0
842,3,1
262,164,1
665,655,0
348,612,0
501,264,1
171,421,0
85,180,0
287,545,0
708,575,0
764,356,1
197,371,0
728,218,1
54,85,0
797,143,1
315,193,1
427,537,0
213,427,0
843,322,1
372,708,0
438,337,1
772,672,0
384,398,0
605,726,0
132,488,0
801,308,1
107,268,0
395,252,1
361,459,0
873,139,1
429,308,1
604,186,1
380,415,0
425,64,1
937,187,1
998,693,0
765,37,1
457,158,1
265,211,1
456,454,0
964,164,1
648,419,1
503,266,1
904,663,0
425,688,0
611,632,0
328,164,1
81,670,0
646,280,1
736,718,0
659,131,1
795,287,1
819,271,1
330,271,1
543,125,1
660,742,0
632,642,0
568,67,1
897,331,1
462,106,1
410,86,1
295,645,0
494,50,1
135,429,0
973,260,1
730,678,0
807,409,1
792,124,1
60,294,0
409,536,0
779,618,0
93,164,0
577,97,1
417,449,0
234,301,0
641,620,0
692,1,1
825,665,0
476,756,0
863,115,1
828,727,0
231,25,1
861,618,0
85,213,0
893,257,1
515,317,1
397,628,0
398,107,1
1022,42,1
202,616,0
612,664,0
755,377,1
788,669,0
882,693,0
868,12,1
330,676,0
250,370,0
945,280,1
869,45,1
942,318,1
188,750,0
247,436,0
953,180,1
123,40,1
489,330,1
164,197,0
398,239,1
2,91,0
89,588,0
443,479,0
643,136,1
654,375,1
321,639,0
277,198,1
712,195,1
815,168,1
641,577,0
544,360,1
170,487,0
65,9,1
52,672,0
726,154,1
702,73,1
974,244,1
346,83,1
100,660,0
192,62,1
586,248,1
173,60,1
206,511,0
464,610,0
947,421,1
761,604,0
845,570,0
878,701,0
921,415,1
865,679,0
637,765,0
790,737,0
668,184,1
593,467,0
508,725,0
615,684,0
355,408,0
220,737,0
58,363,0
561,195,1
536,111,1
992,639,0
69,720,0
964,56,1
965,532,1
649,683,0
216,126,1
955,49,1
266,611,0
980,19,1
828,407,1
370,245,1
981,69,1
527,625,0
822,757,0
238,210,1
113,558,0
148,523,0
100,384,0
702,594,0
171,112,1
331,502,0
292,740,0
533,765,0
795,329,1
436,31,1
543,730,0
155,104,1
438,707,0
651,304,1
937,684,0
486,551,0
957,217,1
487,662,0
355,358,0
317,324,0
415,422,0
917,140,1
423,7,1
269,645,0
186,185,1
699,726,0
272,702,0
778,492,1
426,309,1
470,422,0
230,449,0
599,48,1
947,150,1
650,668,0
136,637,0
176,102,1
688,333,1
445,359,1
558,65,1
954,691,0
771,66,1
378,68,1
245,100,1
305,220,1
78,554,0
439,377,1
552,99,1
495,393,1
537,433,1
721,125,1
845,473,1
241,150,1
477,695,0
161,638,0
651,610,0
777,107,1
990,332,1
174,254,0
537,447,0
103,656,0
551,337,1
579,7,1
793,191,1
630,180,1
974,25,1
472,3,1
876,502,1
452,351,1
233,488,0
506,286,1
462,479,0
782,758,0
500,284,1
33,78,0
769,181,1
742,416,1
942,39,1
826,264,1
775,704,0
962,292,1
465,494,0
693,498,1
541,64,1
1016,505,1
179,367,0
997,115,1
776,401,1
466,246,1
815,174,1
475,542,0
289,527,0
542,631,0
356,108,1
580,706,0
834,93,1
794,255,1
241,363,0
11,217,0
893,101,1
739,674,0
491,753,0
436,136,1
248,722,0
329,764,0
829,50,1
14,589,0
926,518,1
877,445,1
757,446,1
432,265,1
651,561,0
116,169,0
487,450,0
869,157,1
113,83,0
456,238,1
756,394,1
429,118,1
890,220,1
688,716,0
102,679,0
47,529,0
532,6,1
723,125,1
108,132,0
577,272,1
354,30,1
795,380,1
821,360,1
311,274,1
533,370,1
238,227,0
175,150,1
820,568,0
318,403,0
181,272,0
307,199,1
678,90,1
748,155,1
404,30,1
296,176,1
175,747,0
205,312,0
158,290,0
984,10,1
527,389,1
445,292,1
628,497,0
284,661,0
1018,651,1
199,516,0
989,298,1
533,334,1
960,122,1
1019,239,1
950,397,1
393,86,1
1014,489,1
430,675,0
1014,531,1
323,205,1
147,214,0
757,380,1
516,179,1
548,398,1
396,481,0
257,410,0
991,718,0
253,509,0
201,37,1
370,392,0
492,14,1
618,422,1
118,464,0
121,9,1
1003,382,1
568,197,1
459,618,0
10,14,0
700,635,0
967,588,1
289,622,0
405,191,1
923,407,1
507,276,1
846,197,1
742,205,1
923,505,1
64,359,0
561,614,0
306,220,1
137,721,0
381,67,1
49,537,0
264,248,0
106,524,0
754,516,1
75,622,0
687,254,1
760,279,1
768,371,1
961,620,0
780,348,1
676,188,1
970,300,1
409,680,0
74,74,0
185,533,0
802,403,1
202,231,0
106,209,0
93,422,0
398,504,0
182,520,0
211,322,0
233,719,0
767,441,1
613,594,0
751,379,1
761,130,1
623,365,1
278,204,1
605,546,0
460,758,0
518,388,1
511,556,0
726,132,1
411,274,1
884,632,0
546,21,1
814,95,1
866,158,1
270,171,1
745,638,0
252,283,0
259,714,0
11,473,0
603,499,0
153,327,0
397,668,0
477,507,0
15,72,0
374,422,0
504,306,1
989,540,1
411,436,0
166,76,1
775,537,0
285,151,1
90,740,0
940,71,1
927,292,1
181,712,0
495,631,0
160,507,0
515,294,1
226,465,0
381,85,1
577,507,0
415,330,1
1000,526,1
437,160,1
726,567,0
619,4,1
689,310,1
463,309,1
799,252,1
898,729,0
88,692,0
976,82,1
773,498,1
146,254,0
445,366,1
675,703,0
365,557,0
512,679,0
773,456,1
738,542,0
378,291,1
698,161,1
432,655,0
353,313,1
392,288,1
877,572,1
759,107,1
302,456,0
841,192,1
593,611,0
904,192,1
482,360,1
569,550,0
716,75,1
585,18,1
13,53,0
639,675,0
402,501,0
694,439,1
450,151,1
905,192,1
957,574,1
681,483,1
483,750,0
40,283,0
53,403,0
606,324,1
112,72,0
680,88,1
156,292,0
189,696,0
838,746,0
434,267,1
917,31,1
3,33,0
140,92,1
370,617,0
596,75,1
56,318,0
746,749,0
978,120,1
268,338,0
135,353,0
68,187,0
148,499,0
896,558,1
633,145,1
297,17,1
738,252,1
404,60,1
301,285,0
738,186,1
805,135,1
26,756,0
181,369,0
1008,133,1
761,277,1
63,692,0
889,329,1
459,748,0
549,621,0
449,213,1
213,572,0
807,469,1
22,631,0
103,720,0
832,124,1
938,633,0
693,527,0
455,627,0
534,513,0
992,289,1
708,510,1
365,635,0
930,370,1
27,608,0
571,573,0
870,324,1
643,392,1
447,131,1
928,693,0
913,733,0
241,447,0
59,460,0
120,269,0
65,36,0
276,123,1
269,153,1
55,653,0
932,34,1
80,66,0
111,60,0
620,439,1
608,226,1
858,189,1
537,757,0
407,369,1
883,41,1
903,193,1
80,565,0
390,746,0
118,559,0
703,439,1
94,644,0
259,511,0
230,84,1
217,574,0
373,172,1
717,763,0
77,162,0
106,544,0
368,489,0
699,129,1
965,686,0
663,188,1
398,250,1
528,177,1
246,471,0
883,721,0
266,495,0
987,22,1
399,463,0
139,715,0
196,754,0
312,1,1
842,185,1
1003,399,1
607,187,1
652,23,1
410,203,1
614,743,0
55,89,0
539,337,1
858,647,0
380,379,0
201,364,0
667,656,0
255,289,0
319,103,1
128,660,0
527,382,1
572,669,0
675,587,0
393,585,0
755,114,1
741,302,1
141,699,0
982,396,1
387,405,0
224,594,0
304,367,0
904,215,1
933,542,1
233,299,0
284,581,0
910,46,1
38,758,0
84,198,0
283,18,1
274,633,0
421,103,1
673,287,1
194,469,0
852,1,1
780,573,0
344,341,0
650,148,1
1000,642,1
507,241,1
162,363,0
918,165,1
988,497,1
606,103,1
828,470,1
227,574,0
895,165,1
724,409,1
626,445,1
478,44,1
460,418,0
969,437,1
32,535,0
244,522,0
296,475,0
10,535,0
269,746,0
728,303,1
308,316,0
780,310,1
71,661,0
818,85,1
459,389,1
334,334,0
