x_0,x_1,y
297,261,0
351,184,0
222,350,0
232,242,0
226,242,0
25,304,1
65,180,1
405,177,1
336,214,0
431,242,1
162,179,0
179,284,0
278,201,0
292,360,1
91,339,1
243,214,0
261,211,0
67,426,1
480,242,1
279,304,0
291,140,0
74,414,1
160,177,0
223,301,0
503,318,1
33,29,1
226,344,0
180,324,0
341,436,1
377,455,1
76,101,1
333,240,0
124,204,0
335,211,0
186,288,0
185,12,1
84,380,1
125,86,1
48,457,1
478,498,1
333,226,0
195,416,1
124,283,0
124,148,1
35,415,1
352,203,0
221,350,0
233,102,1
504,191,1
500,149,1
330,443,1
415,193,1
311,250,0
91,35,1
251,359,0
107,359,1
117,225,0
296,291,0
181,101,1
302,183,0
282,218,0
155,147,0
489,453,1
217,148,0
177,411,1
422,436,1
479,406,1
434,70,1
439,176,1
240,189,0
276,68,1
207,221,0
256,282,0
231,142,0
41,102,1
273,246,0
150,318,0
369,118,1
119,240,0
307,124,0
289,411,1
261,165,0
310,87,1
348,380,1
348,209,0
276,154,0
422,173,1
489,348,1
366,243,0
325,448,1
329,315,0
18,187,1
474,37,1
77,82,1
216,105,1
239,271,0
147,67,1
81,9,1
195,327,0
374,306,1
277,186,0
275,244,0
366,472,1
283,123,0
195,167,0
81,309,1
222,112,0
279,211,0
316,305,0
31,4,1
48,505,1
162,155,0
510,215,1
30,157,1
308,208,0
173,286,0
156,261,0
256,365,0
415,399,1
206,222,0
255,259,0
186,139,0
50,279,1
155,169,0
30,395,1
464,66,1
134,279,0
262,347,0
230,224,0
343,467,1
436,195,1
368,236,0
386,466,1
480,27,1
330,282,0
423,172,1
220,225,0
390,310,1
263,36,1
307,180,0
143,281,0
214,337,0
309,280,0
192,172,0
167,498,1
346,58,1
273,147,0
273,158,0
364,329,1
347,305,0
371,261,1
392,330,1
352,128,1
282,321,0
454,432,1
249,357,0
154,139,0
411,458,1
186,231,0
42,488,1
365,206,0
4,308,1
194,224,0
427,155,1
357,186,0
274,339,0
333,254,0
274,127,0
139,289,0
442,69,1
256,137,0
0,479,1
52,413,1
287,140,0
255,493,1
41,75,1
393,207,1
293,336,0
333,202,0
260,322,0
278,424,1
365,245,0
87,420,1
339,152,0
250,293,0
253,361,0
197,113,0
459,101,1
367,345,1
187,267,0
484,253,1
246,276,0
19,185,1
319,103,1
278,505,1
358,394,1
272,352,0
255,279,0
312,135,0
356,252,0
340,209,0
285,226,0
348,436,1
293,440,1
101,240,1
195,180,0
202,313,0
460,325,1
118,269,0
338,207,0
292,369,1
154,233,0
330,315,0
10,302,1
242,29,1
7,110,1
318,147,0
105,370,1
211,336,0
190,255,0
304,129,0
178,258,0
273,294,0
137,97,1
181,248,0
2,67,1
37,30,1
250,116,0
238,207,0
506,467,1
211,180,0
157,168,0
453,425,1
275,508,1
111,241,0
142,314,0
193,140,0
185,86,1
303,380,1
78,47,1
2,507,1
375,476,1
135,193,0
352,489,1
406,58,1
218,388,1
255,210,0
364,279,0
292,466,1
54,202,1
379,391,1
116,262,0
222,298,0
163,238,0
409,338,1
281,284,0
450,105,1
156,185,0
355,448,1
188,166,0
175,357,1
92,65,1
27,66,1
37,476,1
351,482,1
68,61,1
254,124,0
455,245,1
495,16,1
363,105,1
163,183,0
234,252,0
134,174,0
65,339,1
391,215,1
20,301,1
463,275,1
108,108,1
321,495,1
506,328,1
249,277,0
303,423,1
125,278,0
154,225,0
240,194,0
154,208,0
282,288,0
368,425,1
122,116,1
329,206,0
63,418,1
386,483,1
284,100,1
175,351,0
277,341,0
141,409,1
167,331,0
184,305,0
155,149,0
201,83,1
295,316,0
168,202,0
261,283,0
168,63,1
278,133,0
394,165,1
107,386,1
234,321,0
351,199,0
72,146,1
281,511,1
341,255,0
453,302,1
321,435,1
212,258,0
168,306,0
406,37,1
8,61,1
151,302,0
90,349,1
259,294,0
165,310,0
248,180,0
215,204,0
181,221,0
395,427,1
219,232,0
123,194,0
456,338,1
299,91,1
184,337,0
300,310,0
277,265,0
425,234,1
250,198,0
156,36,1
393,317,1
273,242,0
150,16,1
117,232,0
202,298,0
246,375,1
131,122,1
295,303,0
101,233,1
304,228,0
443,342,1
167,127,0
295,259,0
177,136,0
387,327,1
80,48,1
421,262,1
42,15,1
182,198,0
43,370,1
194,111,1
165,295,0
225,295,0
235,355,0
210,320,0
105,129,1
223,248,0
478,443,1
130,362,1
199,213,0
216,237,0
364,258,0
57,357,1
219,168,0
172,268,0
276,193,0
135,315,0
413,164,1
416,481,1
201,258,0
28,77,1
74,494,1
198,222,0
213,325,0
204,231,0
289,507,1
357,210,0
150,246,0
384,156,1
490,334,1
278,254,0
482,227,1
181,60,1
331,154,0
51,476,1
153,335,0
300,320,0
380,203,1
141,217,0
256,152,0
101,297,1
331,222,0
497,440,1
196,263,0
285,143,0
133,205,0
261,155,0
278,209,0
83,239,1
280,447,1
270,113,0
498,400,1
142,203,0
97,433,1
424,78,1
212,156,0
358,213,0
284,381,1
242,229,0
288,215,0
399,377,1
270,215,0
65,374,1
146,203,0
174,343,0
427,24,1
281,186,0
160,153,0
234,354,0
286,360,0
385,75,1
273,281,0
297,301,0
195,131,0
135,230,0
199,102,1
267,447,1
497,495,1
182,141,0
128,172,0
257,101,1
8,43,1
338,364,1
244,134,0
1,340,1
247,503,1
287,291,0
231,449,1
301,16,1
47,347,1
190,81,1
144,170,0
33,30,1
248,288,0
223,172,0
211,113,0
181,328,0
189,117,0
19,126,1
249,64,1
241,341,0
137,220,0
459,375,1
238,364,0
240,119,0
125,10,1
257,364,0
180,463,1
144,308,0
25,70,1
481,369,1
275,157,0
354,181,0
425,142,1
128,342,1
49,171,1
307,206,0
153,252,0
106,252,1
73,498,1
242,277,0
179,261,0
242,115,0
344,202,0
151,315,0
320,141,0
115,208,0
403,197,1
245,294,0
467,35,1
492,202,1
292,19,1
142,180,0
60,367,1
167,234,0
324,328,0
292,181,0
267,86,1
422,68,1
131,41,1
130,464,1
84,189,1
193,469,1
38,237,1
284,227,0
269,172,0
139,281,0
90,135,1
300,329,0
422,231,1
297,137,0
325,158,0
187,168,0
163,275,0
189,262,0
427,90,1
87,111,1
349,431,1
25,354,1
41,362,1
383,357,1
14,64,1
355,208,0
292,270,0
313,328,0
482,197,1
113,236,0
209,241,0
416,487,1
342,260,0
401,310,1
8,111,1
410,39,1
454,286,1
80,490,1
16,157,1
271,246,0
239,235,0
100,318,1
243,115,0
274,203,0
60,406,1
451,99,1
151,467,1
121,229,0
458,446,1
161,392,1
54,450,1
411,130,1
123,131,1
266,244,0
218,120,0
305,409,1
182,446,1
476,363,1
27,105,1
146,329,0
493,339,1
355,175,0
107,213,1
373,163,1
102,387,1
3,151,1
449,18,1
191,340,0
290,308,0
384,115,1
328,312,0
199,97,1
238,272,0
56,303,1
266,399,1
102,2,1
426,121,1
349,382,1
264,175,0
145,149,0
135,470,1
144,509,1
287,303,0
496,430,1
344,211,0
408,153,1
186,26,1
268,263,0
335,228,0
456,380,1
372,349,1
278,234,0
99,340,1
452,303,1
65,89,1
162,174,0
292,219,0
139,447,1
357,335,1
322,121,1
480,6,1
135,456,1
216,276,0
372,255,1
258,483,1
303,408,1
53,16,1
7,288,1
470,392,1
247,234,0
215,166,0
159,213,0
219,143,0
181,292,0
318,160,0
402,11,1
214,241,0
365,246,0
166,319,0
449,291,1
322,190,0
424,266,1
295,272,0
483,113,1
99,5,1
214,257,0
126,498,1
65,145,1
291,304,0
57,91,1
306,217,0
333,422,1
262,171,0
400,188,1
392,30,1
242,408,1
331,297,0
224,377,1
483,423,1
124,180,0
107,235,0
345,504,1
502,255,1
229,220,0
323,489,1
174,477,1
176,132,0
54,246,1
459,6,1
81,220,1
501,168,1
107,13,1
185,374,1
238,151,0
254,298,0
304,95,1
264,222,0
180,292,0
312,325,0
325,16,1
345,52,1
202,217,0
264,477,1
409,264,1
266,467,1
290,291,0
152,184,0
231,268,0
296,252,0
456,377,1
138,510,1
125,121,1
348,71,1
490,96,1
207,266,0
332,233,0
363,203,0
175,462,1
302,297,0
297,218,0
291,99,1
440,148,1
435,145,1
414,511,1
78,291,1
367,499,1
183,185,0
265,408,1
364,208,0
92,489,1
174,153,0
429,414,1
297,186,0
267,286,0
424,490,1
98,105,1
326,296,0
302,222,0
471,243,1
45,188,1
59,176,1
237,38,1
56,323,1
244,364,0
231,127,0
369,279,1
167,90,1
250,322,0
113,240,0
314,235,0
84,54,1
212,159,0
356,219,0
203,213,0
132,287,0
220,164,0
164,64,1
329,383,1
121,182,0
319,151,0
140,35,1
21,482,1
439,114,1
1,336,1
238,190,0
456,280,1
94,120,1
77,447,1
216,248,0
423,156,1
479,181,1
289,313,0
112,138,1
142,269,0
329,270,0
368,200,1
121,460,1
326,99,1
208,136,0
268,142,0
310,234,0
281,331,0
442,132,1
98,329,1
272,132,0
455,474,1
355,264,0
92,462,1
321,240,0
66,160,1
226,64,1
452,169,1
190,274,0
440,281,1
362,132,1
338,168,0
441,496,1
273,135,0
231,240,0
360,339,1
207,220,0
288,278,0
472,24,1
167,316,0
59,31,1
221,348,0
228,309,0
49,431,1
282,182,0
383,337,1
182,350,0
274,92,1
147,150,0
168,143,0
216,177,0
59,166,1
505,356,1
14,28,1
6,107,1
293,226,0
333,269,0
285,391,1
267,358,0
439,210,1
176,328,0
151,277,0
295,220,0
170,143,0
221,312,0
252,142,0
288,251,0
53,64,1
311,307,0
221,108,0
66,110,1
222,82,1
293,208,0
382,423,1
320,343,1
212,117,0
153,215,0
218,216,0
473,35,1
454,287,1
397,425,1
298,252,0
151,204,0
173,74,1
296,57,1
314,311,0
272,434,1
408,331,1
162,213,0
363,336,1
402,281,1
505,178,1
52,39,1
329,273,0
333,56,1
329,24,1
63,57,1
430,496,1
216,117,0
22,342,1
448,247,1
276,140,0
444,55,1
78,417,1
292,257,0
231,332,0
375,332,1
272,160,0
245,284,0
286,301,0
275,208,0
377,300,1
265,155,0
227,383,1
20,215,1
478,73,1
323,449,1
229,473,1
267,474,1
342,236,0
141,180,0
171,204,0
176,7,1
357,401,1
138,191,0
444,437,1
344,170,0
266,272,0
216,235,0
250,367,0
445,419,1
352,252,0
387,253,1
114,226,0
275,211,0
121,440,1
448,254,1
0,476,1
342,245,0
99,216,1
302,18,1
131,239,0
160,311,0
325,250,0
438,73,1
45,338,1
50,255,1
109,276,1
163,401,1
149,486,1
360,184,0
141,220,0
271,8,1
130,135,1
92,491,1
299,143,0
288,140,0
196,497,1
180,294,0
203,210,0
187,190,0
398,140,1
280,83,1
251,271,0
286,202,0
266,104,1
306,232,0
237,179,0
143,406,1
402,84,1
249,374,1
37,151,1
504,477,1
112,249,0
40,352,1
332,155,0
341,310,0
162,258,0
230,123,0
155,337,0
10,485,1
221,117,0
459,336,1
17,414,1
211,227,0
343,246,0
482,22,1
81,430,1
112,273,0
204,375,1
38,270,1
178,348,0
280,265,0
18,10,1
344,289,0
457,113,1
284,307,0
324,392,1
87,414,1
84,426,1
123,24,1
80,503,1
458,382,1
228,60,1
493,231,1
215,1,1
174,206,0
242,242,0
248,119,0
347,358,1
179,348,0
273,120,0
157,174,0
114,246,0
218,363,0
130,224,0
32,31,1
259,292,0
68,305,1
336,154,0
267,214,0
316,192,0
179,235,0
502,466,1
238,187,0
204,359,0
307,183,0
173,214,0
301,393,1
143,180,0
339,209,0
230,124,0
305,245,0
165,312,0
369,237,0
234,234,0
148,162,0
210,352,0
442,45,1
486,331,1
328,290,0
71,341,1
70,358,1
167,334,0
255,281,0
196,145,0
135,160,0
285,186,0
338,357,1
128,97,1
283,301,0
357,444,1
215,144,0
237,475,1
42,98,1
286,120,0
342,215,0
77,438,1
379,90,1
107,169,1
249,270,0
173,126,0
126,232,0
229,325,0
212,146,0
168,412,1
364,104,1
147,234,0
101,149,1
143,233,0
101,22,1
115,269,0
211,300,0
146,208,0
81,310,1
12,6,1
230,187,0
241,317,0
34,440,1
110,122,1
326,135,1
252,180,0
123,347,1
282,271,0
322,44,1
223,269,0
326,207,0
469,25,1
293,137,0
347,452,1
258,206,0
17,81,1
186,304,0
168,69,1
181,140,0
203,230,0
303,202,0
121,245,0
21,105,1
241,173,0
293,380,1
149,392,1
273,432,1
99,160,1
244,75,1
66,212,1
358,341,1
255,271,0
207,29,1
182,250,0
287,223,0
177,238,0
346,238,0
196,158,0
177,319,0
358,269,0
259,394,1
136,304,0
226,240,0
327,239,0
298,322,0
37,197,1
181,456,1
143,203,0
355,165,1
248,128,0
248,248,0
158,423,1
37,168,1
6,52,1
89,245,1
391,444,1
239,143,0
98,183,1
229,79,1
338,241,0
160,224,0
295,124,0
373,204,1
466,118,1
269,306,0
303,170,0
511,455,1
286,353,0
290,437,1
62,227,1
133,229,0
262,320,0
353,225,0
89,235,1
215,111,0
36,219,1
363,308,1
386,487,1
102,120,1
133,136,1
345,127,1
218,277,0
386,329,1
224,293,0
282,458,1
21,175,1
173,199,0
197,190,0
243,225,0
212,413,1
373,506,1
493,492,1
300,110,1
78,263,1
271,119,0
125,299,0
128,497,1
336,452,1
30,3,1
213,254,0
341,369,1
63,6,1
139,171,0
194,219,0
468,265,1
311,282,0
249,454,1
504,136,1
230,209,0
177,38,1
400,349,1
238,290,0
337,61,1
22,421,1
274,135,0
96,138,1
213,29,1
276,133,0
233,468,1
308,336,0
57,492,1
49,140,1
290,313,0
23,234,1
139,191,0
254,259,0
283,460,1
122,421,1
16,508,1
204,337,0
355,117,1
174,251,0
497,389,1
263,220,0
190,290,0
472,452,1
456,452,1
301,272,0
329,442,1
54,422,1
356,296,0
335,287,0
283,351,0
291,191,0
84,387,1
181,352,0
274,235,0
246,230,0
205,183,0
496,358,1
407,404,1
216,311,0
427,416,1
328,167,0
48,404,1
130,270,0
273,237,0
358,308,1
22,188,1
290,22,1
390,103,1
138,31,1
252,189,0
201,363,0
135,399,1
172,252,0
403,236,1
399,435,1
62,507,1
454,478,1
472,72,1
176,221,0
105,216,1
261,314,0
159,122,1
330,175,0
147,161,0
327,458,1
144,385,1
87,190,1
319,336,0
222,459,1
444,459,1
229,280,0
174,250,0
496,95,1
238,275,0
300,199,0
157,244,0
199,311,0
85,439,1
321,142,0
258,285,0
447,242,1
161,412,1
99,338,1
134,246,0
285,150,0
215,207,0
327,225,0
288,323,0
187,286,0
337,258,0
234,475,1
231,119,0
327,335,0
485,61,1
308,160,0
187,347,0
226,289,0
206,315,0
227,284,0
303,140,0
158,317,0
281,181,0
296,44,1
223,354,0
311,126,1
106,147,1
289,484,1
155,113,1
329,118,1
365,381,1
287,159,0
319,219,0
192,114,0
372,374,1
40,330,1
277,130,0
8,357,1
243,204,0
31,34,1
117,243,0
32,33,1
192,84,1
352,138,1
49,498,1
159,292,0
267,382,1
342,196,0
229,57,1
481,456,1
187,274,0
176,386,1
317,406,1
494,434,1
176,266,0
30,422,1
117,1,1
262,269,0
409,267,1
267,181,0
49,451,1
189,205,0
279,195,0
187,245,0
132,293,0
208,283,0
79,510,1
132,114,1
333,231,0
501,323,1
47,277,1
209,171,0
285,347,0
193,359,0
165,75,1
319,349,1
70,507,1
205,18,1
353,212,0
249,303,0
468,84,1
123,257,0
407,157,1
343,256,0
325,291,0
304,216,0
472,453,1
195,389,1
228,179,0
347,74,1
231,86,1
116,238,0
276,198,0
198,455,1
473,196,1
359,276,0
361,146,1
141,198,0
368,246,0
241,479,1
394,284,1
359,52,1
371,497,1
154,179,0
271,314,0
62,177,1
313,282,0
211,273,0
210,285,0
298,483,1
217,440,1
413,252,1
262,417,1
370,27,1
113,190,1
349,34,1
192,377,1
288,286,0
150,241,0
412,142,1
152,164,0
152,182,0
143,300,0
504,218,1
365,74,1
182,42,1
237,246,0
353,285,0
320,52,1
211,383,1
226,99,1
400,499,1
476,187,1
357,275,0
288,329,0
135,41,1
420,224,1
195,12,1
189,206,0
205,298,0
6,439,1
8,1,1
267,135,0
6,258,1
276,85,1
267,298,0
462,43,1
463,358,1
263,299,0
200,452,1
166,137,0
316,221,0
467,41,1
54,228,1
506,359,1
193,384,1
394,160,1
394,155,1
411,187,1
197,208,0
232,156,0
115,478,1
222,367,0
114,259,0
478,273,1
140,193,0
217,96,1
507,62,1
201,340,0
310,21,1
191,310,0
249,114,0
120,229,0
357,269,0
306,230,0
150,172,0
65,166,1
25,236,1
359,209,0
334,268,0
500,377,1
158,303,0
169,302,0
280,227,0
209,278,0
147,468,1
158,188,0
367,262,0
186,289,0
35,472,1
386,116,1
87,113,1
159,310,0
305,280,0
96,435,1
215,251,0
205,303,0
272,332,0
254,263,0
252,453,1
375,139,1
109,225,0
223,134,0
149,3,1
168,242,0
168,256,0
309,155,0
57,405,1
134,170,0
240,115,0
377,289,1
132,269,0
277,365,1
508,85,1
424,272,1
206,122,0
410,191,1
130,276,0
471,25,1
500,366,1
236,466,1
193,281,0
224,366,0
186,339,0
228,202,0
294,329,0
432,117,1
335,142,1
391,242,1
215,122,0
327,16,1
206,17,1
456,415,1
257,334,0
63,233,1
271,458,1
143,15,1
361,317,1
200,142,0
162,334,0
326,130,1
474,257,1
269,271,0
159,49,1
358,288,0
156,314,0
79,479,1
143,181,0
280,337,0
411,43,1
203,129,0
46,379,1
252,103,1
279,159,0
413,361,1
103,207,1
225,349,0
289,339,0
115,224,0
294,133,0
211,357,0
179,61,1
184,130,0
202,168,0
330,143,0
54,347,1
258,121,0
461,507,1
464,505,1
71,24,1
23,417,1
72,454,1
165,156,0
324,203,0
168,213,0
142,252,0
466,205,1
236,301,0
431,94,1
184,490,1
224,331,0
220,98,1
217,296,0
219,115,0
311,29,1
255,448,1
210,377,1
324,32,1
159,290,0
345,312,0
409,196,1
165,220,0
328,337,1
153,273,0
233,243,0
187,421,1
220,407,1
18,303,1
441,44,1
187,270,0
370,58,1
53,477,1
44,329,1
216,320,0
62,58,1
284,153,0
344,69,1
299,204,0
242,317,0
204,116,0
268,304,0
332,182,0
413,396,1
326,208,0
322,172,0
325,469,1
461,244,1
340,190,0
98,458,1
471,490,1
389,389,1
447,221,1
317,272,0
491,309,1
157,477,1
137,198,0
284,189,0
271,197,0
352,301,0
266,259,0
79,503,1
128,213,0
323,261,0
16,167,1
248,134,0
19,259,1
90,439,1
363,36,1
308,306,0
344,245,0
493,240,1
380,96,1
346,320,1
177,295,0
5,198,1
461,22,1
511,309,1
331,289,0
326,244,0
506,200,1
233,365,0
172,288,0
211,148,0
271,210,0
224,134,0
407,337,1
54,181,1
236,148,0
172,295,0
325,37,1
511,159,1
10,45,1
160,287,0
202,327,0
493,251,1
448,459,1
7,409,1
243,261,0
301,119,1
37,170,1
169,235,0
198,143,0
353,391,1
125,176,0
149,478,1
80,149,1
13,235,1
246,263,0
299,79,1
150,279,0
194,325,0
275,30,1
291,340,0
344,240,0
291,147,0
195,348,0
451,381,1
221,206,0
179,212,0
212,230,0
294,167,0
286,225,0
290,259,0
239,204,0
298,271,0
353,350,1
369,308,1
328,311,0
112,267,0
204,306,0
337,359,1
232,125,0
150,102,1
233,200,0
60,436,1
120,249,0
478,178,1
113,341,1
179,509,1
215,230,0
252,276,0
327,320,0
479,197,1
348,96,1
49,66,1
511,503,1
223,300,0
343,318,0
215,238,0
327,499,1
418,200,1
341,211,0
433,468,1
216,280,0
213,164,0
342,244,0
471,302,1
127,209,0
263,109,0
73,335,1
333,17,1
59,376,1
132,278,0
409,398,1
305,209,0
213,287,0
219,390,1
30,508,1
184,223,0
333,310,0
334,376,1
371,33,1
127,226,0
341,28,1
221,299,0
190,306,0
308,165,0
241,48,1
164,223,0
282,366,1
165,151,0
325,410,1
51,80,1
154,481,1
377,242,1
69,441,1
209,196,0
9,207,1
241,161,0
338,136,1
403,499,1
235,186,0
421,88,1
339,426,1
127,428,1
322,260,0
158,204,0
378,467,1
304,126,0
159,330,0
165,306,0
288,306,0
110,254,0
45,323,1
376,454,1
299,177,0
400,235,1
188,127,0
152,162,0
95,341,1
336,92,1
331,328,0
187,304,0
367,333,1
242,178,0
464,211,1
183,92,1
136,319,0
46,356,1
237,227,0
158,135,0
207,181,0
419,418,1
288,229,0
309,511,1
62,135,1
510,191,1
369,176,1
327,214,0
330,262,0
102,442,1
198,442,1
360,223,0
282,67,1
137,184,0
5,11,1
204,285,0
351,185,0
425,469,1
165,239,0
252,311,0
200,126,0
218,278,0
290,354,0
193,354,0
297,209,0
387,396,1
296,257,0
325,100,1
172,126,0
443,365,1
272,232,0
47,2,1
346,256,0
165,510,1
133,350,1
200,357,0
110,215,0
147,375,1
499,260,1
247,292,0
182,37,1
80,129,1
471,288,1
100,322,1
347,114,1
380,218,1
424,314,1
378,438,1
250,7,1
47,295,1
351,223,0
329,190,0
23,409,1
176,237,0
95,417,1
206,133,0
258,167,0
158,329,0
419,327,1
167,473,1
123,432,1
235,16,1
292,119,0
298,159,0
201,207,0
46,236,1
233,280,0
244,315,0
434,167,1
6,93,1
230,289,0
249,238,0
328,304,0
486,478,1
120,429,1
181,133,0
378,214,1
477,445,1
297,335,0
284,121,0
232,339,0
139,161,0
288,263,0
328,291,0
247,284,0
97,58,1
364,142,1
172,359,1
320,441,1
295,286,0
283,208,0
248,162,0
390,131,1
503,382,1
229,153,0
298,285,0
239,309,0
324,147,0
177,231,0
175,209,0
12,359,1
202,414,1
505,170,1
105,187,1
57,511,1
265,317,0
30,91,1
505,294,1
275,324,0
262,253,0
6,254,1
322,220,0
13,308,1
299,316,0
15,488,1
269,267,0
23,484,1
311,388,1
115,148,1
305,189,0
244,260,0
154,41,1
124,509,1
270,356,0
240,360,0
371,165,1
254,368,0
140,209,0
421,41,1
38,337,1
233,109,0
213,182,0
414,167,1
271,112,0
399,368,1
182,186,0
146,256,0
320,301,0
281,347,0
44,319,1
183,150,0
483,99,1
295,370,1
254,170,0
163,500,1
112,136,1
441,63,1
361,263,0
327,432,1
154,469,1
414,324,1
232,343,0
55,139,1
62,253,1
354,272,0
131,186,0
357,409,1
174,69,1
469,146,1
179,328,0
185,487,1
423,67,1
171,345,0
211,270,0
21,299,1
237,315,0
306,376,1
304,338,0
478,244,1
256,119,0
336,178,0
357,372,1
343,410,1
482,56,1
401,119,1
79,271,1
135,221,0
355,301,1
210,323,0
252,124,0
155,198,0
509,64,1
375,158,1
237,483,1
8,320,1
170,287,0
236,302,0
310,322,0
482,174,1
184,242,0
356,170,1
48,8,1
256,477,1
46,353,1
286,122,0
289,266,0
478,314,1
407,485,1
67,322,1
462,133,1
238,333,0
413,97,1
243,148,0
254,392,1
152,309,0
286,129,0
161,242,0
333,207,0
349,316,1
130,305,0
201,74,1
304,275,0
337,224,0
61,444,1
279,322,0
328,186,0
207,184,0
191,363,1
231,496,1
138,217,0
253,34,1
255,91,1
307,25,1
358,216,0
363,482,1
366,260,0
179,452,1
238,289,0
44,305,1
202,254,0
411,306,1
251,318,0
354,176,0
313,203,0
417,130,1
328,195,0
307,198,0
273,387,1
268,355,0
361,262,0
12,400,1
114,175,1
91,129,1
271,332,0
332,30,1
240,154,0
219,107,0
95,378,1
316,185,0
319,295,0
284,236,0
337,465,1
505,336,1
182,495,1
231,135,0
79,66,1
262,294,0
155,205,0
143,91,1
464,296,1
287,473,1
192,271,0
233,236,0
338,254,0
161,113,1
374,380,1
413,282,1
251,151,0
508,232,1
509,189,1
186,290,0
164,327,0
369,123,1
242,145,0
13,135,1
366,4,1
275,207,0
251,94,1
138,223,0
55,264,1
28,446,1
483,418,1
160,274,0
331,281,0
129,296,0
386,173,1
307,130,0
202,261,0
166,318,0
420,126,1
160,272,0
269,291,0
345,399,1
356,245,0
222,323,0
231,21,1
136,373,1
137,347,1
222,118,0
170,60,1
478,378,1
156,196,0
322,102,1
148,228,0
383,28,1
89,334,1
78,278,1
120,242,0
218,18,1
341,267,0
316,220,0
457,348,1
380,77,1
218,300,0
318,216,0
352,214,0
238,360,0
204,203,0
